object_name,label_family,readiness_status,same_object_source_lead_count,measurement_table_hit_count,best_source_lead,promotion_blocker
UGC05005,centroid offset,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05005 / UGC  5005,no extracted same-object target-label measurement with audited source provenance
UGC05005,external morphology,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05005 / UGC  5005,no extracted same-object target-label measurement with audited source provenance
UGC05005,lopsidedness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05005 / UGC  5005,no extracted same-object target-label measurement with audited source provenance
UGC05005,warp / PA twist,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05005 / UGC  5005,no extracted same-object target-label measurement with audited source provenance
UGC05721,A/R mismatch,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05721 / NGC  3274,no extracted same-object target-label measurement with audited source provenance
UGC05721,H I asymmetry,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05721 / NGC  3274,no extracted same-object target-label measurement with audited source provenance
UGC05721,SFE/depletion,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05721 / NGC  3274,no extracted same-object target-label measurement with audited source provenance
UGC05721,Vrot/sigma,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05721 / NGC  3274,no extracted same-object target-label measurement with audited source provenance
UGC05721,burstiness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05721 / NGC  3274,no extracted same-object target-label measurement with audited source provenance
UGC05721,centroid offset,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05721 / NGC  3274,no extracted same-object target-label measurement with audited source provenance
UGC05721,external morphology,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05721 / NGC  3274,no extracted same-object target-label measurement with audited source provenance
UGC05721,lopsidedness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05721 / NGC  3274,no extracted same-object target-label measurement with audited source provenance
UGC05721,warp / PA twist,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC05721 / NGC  3274,no extracted same-object target-label measurement with audited source provenance
UGC06446,A/R mismatch,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06446 / Z 268-36,no extracted same-object target-label measurement with audited source provenance
UGC06446,H I asymmetry,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06446 / Z 268-36,no extracted same-object target-label measurement with audited source provenance
UGC06446,SFE/depletion,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06446 / Z 268-36,no extracted same-object target-label measurement with audited source provenance
UGC06446,Vrot/sigma,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06446 / Z 268-36,no extracted same-object target-label measurement with audited source provenance
UGC06446,burstiness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06446 / Z 268-36,no extracted same-object target-label measurement with audited source provenance
UGC06446,centroid offset,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06446 / Z 268-36,no extracted same-object target-label measurement with audited source provenance
UGC06446,external morphology,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06446 / Z 268-36,no extracted same-object target-label measurement with audited source provenance
UGC06446,lopsidedness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06446 / Z 268-36,no extracted same-object target-label measurement with audited source provenance
UGC06446,warp / PA twist,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06446 / Z 268-36,no extracted same-object target-label measurement with audited source provenance
UGC06667,A/R mismatch,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06667 / Z 268-71,no extracted same-object target-label measurement with audited source provenance
UGC06667,H I asymmetry,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06667 / Z 268-71,no extracted same-object target-label measurement with audited source provenance
UGC06667,SFE/depletion,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06667 / Z 268-71,no extracted same-object target-label measurement with audited source provenance
UGC06667,Vrot/sigma,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06667 / Z 268-71,no extracted same-object target-label measurement with audited source provenance
UGC06667,burstiness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06667 / Z 268-71,no extracted same-object target-label measurement with audited source provenance
UGC06667,centroid offset,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06667 / Z 268-71,no extracted same-object target-label measurement with audited source provenance
UGC06667,external morphology,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06667 / Z 268-71,no extracted same-object target-label measurement with audited source provenance
UGC06667,lopsidedness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06667 / Z 268-71,no extracted same-object target-label measurement with audited source provenance
UGC06667,warp / PA twist,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC06667 / Z 268-71,no extracted same-object target-label measurement with audited source provenance
UGC07399,A/R mismatch,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07399 / NGC  4288,no extracted same-object target-label measurement with audited source provenance
UGC07399,H I asymmetry,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07399 / NGC  4288,no extracted same-object target-label measurement with audited source provenance
UGC07399,SFE/depletion,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07399 / NGC  4288,no extracted same-object target-label measurement with audited source provenance
UGC07399,Vrot/sigma,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07399 / NGC  4288,no extracted same-object target-label measurement with audited source provenance
UGC07399,burstiness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07399 / NGC  4288,no extracted same-object target-label measurement with audited source provenance
UGC07399,centroid offset,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07399 / NGC  4288,no extracted same-object target-label measurement with audited source provenance
UGC07399,external morphology,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07399 / NGC  4288,no extracted same-object target-label measurement with audited source provenance
UGC07399,lopsidedness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07399 / NGC  4288,no extracted same-object target-label measurement with audited source provenance
UGC07399,warp / PA twist,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07399 / NGC  4288,no extracted same-object target-label measurement with audited source provenance
UGC07524,A/R mismatch,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07524 / NGC  4395,no extracted same-object target-label measurement with audited source provenance
UGC07524,H I asymmetry,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07524 / NGC  4395,no extracted same-object target-label measurement with audited source provenance
UGC07524,SFE/depletion,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07524 / NGC  4395,no extracted same-object target-label measurement with audited source provenance
UGC07524,Vrot/sigma,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07524 / NGC  4395,no extracted same-object target-label measurement with audited source provenance
UGC07524,burstiness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07524 / NGC  4395,no extracted same-object target-label measurement with audited source provenance
UGC07524,centroid offset,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07524 / NGC  4395,no extracted same-object target-label measurement with audited source provenance
UGC07524,external morphology,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07524 / NGC  4395,no extracted same-object target-label measurement with audited source provenance
UGC07524,lopsidedness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07524 / NGC  4395,no extracted same-object target-label measurement with audited source provenance
UGC07524,warp / PA twist,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07524 / NGC  4395,no extracted same-object target-label measurement with audited source provenance
UGC07603,A/R mismatch,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07603 / NGC  4455,no extracted same-object target-label measurement with audited source provenance
UGC07603,H I asymmetry,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07603 / NGC  4455,no extracted same-object target-label measurement with audited source provenance
UGC07603,SFE/depletion,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07603 / NGC  4455,no extracted same-object target-label measurement with audited source provenance
UGC07603,Vrot/sigma,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07603 / NGC  4455,no extracted same-object target-label measurement with audited source provenance
UGC07603,burstiness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07603 / NGC  4455,no extracted same-object target-label measurement with audited source provenance
UGC07603,centroid offset,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07603 / NGC  4455,no extracted same-object target-label measurement with audited source provenance
UGC07603,external morphology,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07603 / NGC  4455,no extracted same-object target-label measurement with audited source provenance
UGC07603,lopsidedness,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07603 / NGC  4455,no extracted same-object target-label measurement with audited source provenance
UGC07603,warp / PA twist,source_lead_ready_for_manual_extraction,1,0,Object-resolved ADS/SIMBAD bibliography route for UGC07603 / NGC  4455,no extracted same-object target-label measurement with audited source provenance
