object_name,label_family,decision,evidence_class,reason,tier_after_decision
UGC06667,SFE/depletion,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC06667,Vrot/sigma,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC06667,burstiness,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC06667,centroid offset,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC06667,external morphology,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC06667,lopsidedness,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC06667,warp / PA twist,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07399,A/R mismatch,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07399,H I asymmetry,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07399,SFE/depletion,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07399,Vrot/sigma,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07399,burstiness,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07399,centroid offset,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07399,external morphology,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07399,lopsidedness,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07399,warp / PA twist,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07524,A/R mismatch,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07524,H I asymmetry,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07524,SFE/depletion,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07524,Vrot/sigma,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07524,burstiness,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07524,centroid offset,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07524,external morphology,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07524,lopsidedness,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07524,warp / PA twist,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07603,A/R mismatch,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07603,H I asymmetry,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07603,SFE/depletion,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07603,Vrot/sigma,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07603,burstiness,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07603,centroid offset,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07603,external morphology,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07603,lopsidedness,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
UGC07603,warp / PA twist,not_promoted,source_lead_ready_for_manual_extraction,source/table scout only; extracted same-object measurement absent,unpromoted_missing_extracted_measurement
