object_name,current_baryonic_state,target_endpoint_class,composition_gap,radial_distribution_gap,dynamical_settling_gap,star_formation_gap,shape_symmetry_gap,HI_extent_gap,total_maturity_gap,dominant_gap_family,required_mature_adjustment
M17_analog_synthesis:12700-12701,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8139-3703,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8553-12703,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8598-12704,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8611-6104,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8617-12705,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8619-12704,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8619-12705,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8655-12703,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8977-12704,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:8982-12702,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:9001-12704,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:9091-6103,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:9894-9102,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:GASS101026,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:GASS102001,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:GASS108119,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:GASS109080,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:GASS110082,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:GASS111054,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:GASS112113,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
M17_analog_synthesis:GASS122005,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.04427971855729096,0.5,0.0,0.0,0.0,0.10164910441751997,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
THINGS:NGC5055,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.02520746016714348,0.5,0.0,0.0,0.0,0.09847039468582873,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
THINGS:NGC6946,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.021309671808418584,0.5,0.0,0.0,0.0,0.0978207632927079,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
THINGS:NGC2841,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.0,0.5,0.0,0.0,0.0,0.09426915132463815,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
THINGS:NGC2903,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.0,0.5,0.0,0.0,0.0,0.09426915132463815,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
THINGS:NGC3521,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.0,0.5,0.0,0.0,0.0,0.09426915132463815,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
THINGS:NGC7331,"transition; f_star=0.500, f_gas=0.500, R_HI/Rd=5.000",mature visible-baryon disk endpoint derived from mature/control rows,0.06561490794782887,0.0,0.5,0.0,0.0,0.0,0.09426915132463815,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
NGC0801,"activated_mature; f_star=0.835, f_gas=0.165, R_HI/Rd=5.159",mature visible-baryon disk endpoint derived from mature/control rows,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,0.026666666666666672,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
NGC5371,"activated_mature; f_star=0.920, f_gas=0.080, R_HI/Rd=4.036",mature visible-baryon disk endpoint derived from mature/control rows,0.0,0.0,0.16000000000000003,0.0,0.0,0.0,0.026666666666666672,dynamical_settling,measure and increase rotation coherence; settle non-circular or turbulent gas motions
