candidate_name,dataset,analog_tier,analog_score,data_completeness,missing_required_fields,followup_priority,predicted_followup_signature,recommended_next_action,galaxy_id,mangaid,stellar_mass_msun,stellar_surface_density_msun_kpc2,specific_sfr_yr,sersic_n,axis_ratio,kinematic_asymmetry_proxy,A_proxy,A_proxy_class,low_surface_density_score,high_sSFR_score,late_type_disk_score,disturbed_or_low_settling_score,low_compactness_score
9038-6103,MaNGA,medium scalar/IFU proxy analog,0.6996568423729982,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",9038-6103,1-199488,246553000.0,9710796.289209666,1.4410531850641386e-10,1.12111,0.802695,0.64152783,0.2550973654066437,low-proxy,1.0,0.5793400048253261,0.7929633333333334,0.64152783,0.0
8727-12703,MaNGA,medium scalar/IFU proxy analog,0.6996434916261758,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8727-12703,1-52037,853767000.0,16884699.234639414,3.4671355483476846e-11,0.852691,0.246479,0.472314,0.3274095892652593,low-proxy,0.9803619078580819,0.26998541040833857,0.8824363333333333,0.472314,0.9070419999999999
8150-12705,MaNGA,medium scalar/IFU proxy analog,0.6988925277651424,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8150-12705,1-606079,1200420000.0,13882802.507351844,4.896513040368332e-11,0.715575,0.208716,0.1918102,0.3820978563246604,transition-proxy,1.0,0.34494345772723634,0.9281416666666668,0.1918102,0.9825679999999999
9886-6102,MaNGA,medium scalar/IFU proxy analog,0.6962484398861224,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",9886-6102,1-317060,345591000.0,13010812.629483065,1.1578554434698087e-10,1.31971,0.345772,0.31395587,0.3393061692030764,transition-proxy,1.0,0.5318271708778228,0.7267633333333334,0.31395587,0.7084559999999999
8618-12702,MaNGA,medium scalar/IFU proxy analog,0.6948866512038631,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8618-12702,1-635474,2203200000.0,8240240.113007247,3.5705295112051647e-10,0.993273,0.914388,0.22453293,0.3406643757159222,transition-proxy,1.0,0.7763663134821188,0.8355756666666667,0.22453293,0.0
12485-12702,MaNGA,medium scalar/IFU proxy analog,0.6945886798811964,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",12485-12702,1-415405,791477400.0,10548647.46086374,6.035898041421932e-11,1.1226587,0.21748102,0.28001818,0.3454917362133857,transition-proxy,1.0,0.3903709475247856,0.7924471000000001,0.28001818,0.9650379599999999
8570-12701,MaNGA,medium scalar/IFU proxy analog,0.6938981821591393,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8570-12701,1-580438,502850000.0,6224740.35073735,1.1797674704797583e-10,0.791054,0.685315,0.5092682,0.3124693176239568,low-proxy,1.0,0.5358982086365573,0.9029820000000001,0.5092682,0.029369999999999896
12622-12705,MaNGA,medium scalar/IFU proxy analog,0.6920808276427575,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",12622-12705,1-421238,837544640.0,18507492.027684364,4.3077258062866716e-10,0.6953486,0.8088607,0.10169789,0.4240386188839797,transition-proxy,0.9518945921593408,0.8171240259798207,0.9348838,0.10169789,0.0
8323-12702,MaNGA,medium scalar/IFU proxy analog,0.6913387031320267,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8323-12702,1-405707,477655000.0,8898060.155911343,1.4683178813833019e-10,0.994939,0.387331,0.10632217,0.4682212403861888,transition-proxy,1.0,0.5834100438614405,0.8350203333333334,0.10632217,0.625338
8145-6101,MaNGA,medium scalar/IFU proxy analog,0.6910988926173465,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8145-6101,1-584619,773971000.0,31661510.94265908,4.1925606682459055e-10,1.07621,0.54181,0.39643073,0.3308132875143184,transition-proxy,0.7853345454908054,0.8112396778804198,0.8079299999999999,0.39643073,0.3163799999999999
8456-12702,MaNGA,medium scalar/IFU proxy analog,0.6903242316406342,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8456-12702,1-167148,2254310000.0,18297071.566148557,1.2110324828415349e-10,1.50422,0.32003,0.39500827,0.3177221404025527,low-proxy,0.9554417237457294,0.5415778960676612,0.6652600000000001,0.39500827,0.75994
8250-12705,MaNGA,medium scalar/IFU proxy analog,0.6897747889067688,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8250-12705,1-147394,666552000.0,22423003.00241493,9.773176298775704e-11,0.727463,0.255031,0.16321497,0.4119783996072656,transition-proxy,0.8923615892312948,0.49501786654952173,0.924179,0.16321497,0.8899379999999999
9883-12705,MaNGA,medium scalar/IFU proxy analog,0.6893639424535335,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",9883-12705,1-177632,1167770000.0,9089229.337468583,8.561164164945971e-11,1.04406,0.816706,0.72712004,0.2783505154639175,low-proxy,1.0,0.4662664124808007,0.8186466666666666,0.72712004,0.0
8153-12704,MaNGA,medium scalar/IFU proxy analog,0.6891229323405602,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8153-12704,1-36705,2670910000.0,16263671.56742686,1.405370343409041e-10,1.65497,0.543393,0.62486446,0.3018654884634266,low-proxy,0.9919867175219752,0.5738953923358707,0.61501,0.62486446,0.3132139999999999
7443-3703,MaNGA,medium scalar/IFU proxy analog,0.6879007617802707,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",7443-3703,12-180451,436144000.0,307867.3167950807,5.986618741173104e-11,0.933235,0.762143,0.7975693,0.4381606938307968,transition-proxy,1.0,0.3885908004544163,0.8555883333333334,0.7975693,0.0
11942-6102,MaNGA,medium scalar/IFU proxy analog,0.6878403126888183,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",11942-6102,1-135027,890376500.0,13958631.588113096,1.8388155067797167e-10,1.8023204,0.49863496,0.5088093,0.3317787596138111,transition-proxy,1.0,0.6322690787552734,0.5658932,0.5088093,0.4027300799999999
8619-12702,MaNGA,medium scalar/IFU proxy analog,0.6849316139322235,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",8619-12702,1-635646,17063800000.0,40108411.971955,1.6476448263053582e-09,0.548506,0.577525,0.0005196491,0.4419080346915398,transition-proxy,0.7119746663351892,1.0,0.9838313333333333,0.0005196491,0.24495
12624-12701,MaNGA,medium scalar/IFU proxy analog,0.6836328847629949,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",12624-12701,1-626483,732256800.0,16512872.499043414,8.356143072860452e-11,1.0551795,0.53429395,0.50714695,0.3413843888070692,transition-proxy,0.9872695517201333,0.46100293365448586,0.8149401666666667,0.50714695,0.3314120999999999
11750-12705,MaNGA,medium scalar/IFU proxy analog,0.6833324043725371,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",11750-12705,1-397155,1457902000.0,14235997.1154041,5.0959008839282776e-11,0.9374976,0.23531252,0.20772529,0.3858288332515136,transition-proxy,1.0,0.353610486156815,0.8541674666666667,0.20772529,0.9293749599999999
11826-12703,MaNGA,medium scalar/IFU proxy analog,0.6829982821107191,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",11826-12703,1-399271,1429838000.0,34070315.592638694,1.6212288880086783e-10,0.94040525,0.50650215,0.62434655,0.3334151530027818,transition-proxy,0.7625884596803991,0.6049221668263973,0.85319825,0.62434655,0.38699569999999994
10224-12702,MaNGA,medium scalar/IFU proxy analog,0.6827948100996803,1.0,,inspect IFU kinematics and obtain gas/rotation diagnostics,"low surface density, active star formation, disk-like morphology, and possible low-settling kinematics","use as broad pre-transition neighborhood, not as direct activation detections",10224-12702,1-35923,592572000.0,11735168.077880705,7.043438552413982e-11,0.762102,0.698431,0.62654257,0.3410407461953853,transition-proxy,1.0,0.4238923650653881,0.9126326666666666,0.62654257,0.003137999999999863
