galaxy_name,dataset,A_inferred,A_pred,A_class,f_star,f_gas,log10_Sigma_b,RHI_Rd,alpha_BTFR,BTFR_offset_dex,v_obs,v_newton,v_bdvr_full,analog_score,analog_tier,data_completeness,missing_fields,notes,passes_direct_analog_rule,T,Vflat,e_Vflat,Rdisk,RHI,Inc,D,Ref,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,A_implied,A_gov,maturity_class,log10_velocity_error_full_bdvr,log_j_obs_target,base_pred_oof,log_j_pred_oof,residual_before,residual_after,velocity_fractional_error,bdvr_overprediction_dex,angular_residual_abs,gas_rich_flag,low_stellar_flag,diffuse_flag,hi_extended_flag,severe_underrotation_flag,measurement_contamination_flag,failed_stalled_indicator_bundle,taxonomy_stage,boundary_stage,true_falsifier_followup_required,classification_reason,claim_boundary,followup_priority_rank,recommended_followup
UGC06667,SPARC,1.0,0.026598326312505,low,0.3936386639390917,0.6063613360609084,7.027274334924381,1.6679611650485435,1.320993559246695,0.0604503500675063,83.8,31.432013146060825,79.39773546895943,0.18226778245833,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,83.8,3.1,5.15,8.59,89.0,18.0,"VS01,SV98",1774470000.0,698500000.0,1075970000.0,5.15,1.0,0.0024474546439,transition,-0.0553124928482238,2.936081243335449,2.908822527345974,2.91740098573473,-0.027258715989475,-0.0186802576007187,0.0369928400954654,-0.023435902693858857,0.0186802576007187,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
UGC01281,SPARC,0.6814527087560822,0.1008096072267089,low,0.3110022554271215,0.6889977445728784,7.531426093961837,3.226993865030675,1.0135252282721912,0.0029172817256814,55.2,31.596448121243306,63.28280638903146,0.132793595182194,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,8.0,55.2,3.5,1.63,5.26,90.0,5.27,"dB02,Sw02",567520000.0,176500000.0,391020000.0,1.63,0.9849428229873188,0.0042102917105701,transition,0.0022205754936011,2.255156677797138,2.310012408258044,2.311865163398031,0.0548557304609063,0.0567084856008932,0.06340579710144927,0.05934665275165258,0.0567084856008932,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
UGC05005,SPARC,0.42978902737553,0.2096729313470171,low,0.3325929759608286,0.6674070240391713,7.981360962953233,6.753125,0.9872319061123233,-0.0027904086121612,98.9,74.31678031298453,124.22035437414422,0.1242695000747358,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,10.0,98.9,7.2,3.2,21.61,41.0,53.7,"dB02,VH93",6163690000.0,2050000000.0,4113690000.0,3.2,0.9213055970971392,0.022324170664155,transition,0.0079282658314438,2.801376265581067,2.7977951893003103,2.794680058613359,-0.0035810762807564,-0.0066962069677076,0.07280080889787664,0.09899647226353457,0.0066962069677076,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
UGC07524,SPARC,0.4434167776765806,0.1784744037195156,low,0.3398371125563953,0.6601628874436046,7.678044417277685,3.5,0.8365521298554857,-0.0387534953704185,79.5,54.49939403523283,102.59289393231116,0.1003938118721988,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,9.0,79.5,3.6,3.46,12.11,46.0,4.74,"Sw09,Sw02",3584070000.0,1218000000.0,2366070000.0,3.46,0.7029351818070767,0.0113525765439297,transition,0.0438913525897012,2.740473223113228,2.7920441632596464,2.794571041195066,0.0515709401464183,0.0540978180818378,0.04528301886792453,0.11075015187700117,0.0540978180818378,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
UGC04278,SPARC,0.956363075588083,0.2040555989662658,low,0.3056909504252074,0.6943090495747926,7.842998593983464,4.027149321266968,1.4317193024782704,0.0779289400843308,91.4,52.66557732133028,92.7824214578532,0.0639629340224894,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,91.4,4.8,2.21,8.9,90.0,9.51,"dB02,Sw02",2137780000.0,653500000.0,1484280000.0000002,2.21,1.0,0.009997189107437,transition,-0.0727910828650482,2.606368465082923,2.533835878705613,2.5335662347120134,-0.07253258637731,-0.0728022303709097,0.0525164113785558,0.006519506918201166,0.0728022303709097,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
UGC04499,SPARC,0.2660725763157177,0.3435071339222479,transition,0.3465832961143367,0.6534167038856633,8.075782018963324,5.011560693641618,0.8875293124011877,-0.0259086473032709,72.8,60.917977548247,98.39945867373544,0.0412271767218707,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,8.0,72.8,2.4,1.73,8.67,50.0,12.5,"Sw09,Sw02",2239000000.0,776000000.0,1463000000.0000002,1.73,0.661072698609556,0.0338329545381176,transition,0.0310465045225535,2.401207478105814,2.453097511037821,2.45324467798655,0.0518900329320075,0.0520371998807362,0.03296703296703297,0.13086132993480562,0.0520371998807362,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
UGC00128,SPARC,0.5694289012602319,0.2884446310703789,low,0.378148431753646,0.621851568246354,7.85399836854531,5.25546218487395,1.050843298910714,0.0107689795687125,129.3,87.5163270533972,153.52101246864635,0.007703579286414,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,8.0,129.3,2.8,5.95,31.27,57.0,64.5,"VB99,VH93",15893230000.000002,6010000000.0,9883230000.000002,5.95,1.0,0.0348316890619571,transition,-0.0056311223494298,3.1871454862729247,3.1539621946839485,3.152930322603324,-0.0331832915889762,-0.0342151636696006,0.021655065738592418,0.0745693010216971,0.0342151636696006,True,True,True,True,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
F563-V2,SPARC,1.0,0.3394740263389203,transition,0.341041215047844,0.658958784952156,8.071860525241643,4.679012345679012,1.6282370172214895,0.105858812002349,116.6,71.87284146811513,116.25648705250852,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,10.0,116.6,9.4,2.43,11.37,29.0,59.7,"dB01,dB96",4377770000.0,1493000000.0,2884770000.0,2.43,1.0,0.0306181127064098,transition,-0.1007209547830663,2.7533348196852887,2.648366607496164,2.646438849414488,-0.1049682121891248,-0.1068959702708007,0.08061749571183534,-0.001281354774938345,0.1068959702708007,True,True,True,False,False,True,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
F568-V1,SPARC,0.8061220295029421,0.3510439013871957,transition,0.3659915836288376,0.6340084163711625,8.010260757011247,5.045614035087719,1.3824242179900077,0.0703206666933114,112.3,72.5077158237496,119.91646812046147,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,7.0,112.3,15.8,2.85,14.38,40.0,80.6,"dB01,dB96",5225530000.0,1912500000.0,3313030000.0000005,2.85,1.0,0.0411325566801155,transition,-0.0651828094740288,2.8062546119339493,2.7392770604618137,2.737007404570495,-0.0669775514721355,-0.0692472073634542,0.1406945681211042,0.028499072564900998,0.0692472073634542,True,True,True,True,False,True,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
UGC07399,SPARC,1.0,0.3423923301252626,transition,0.3684227300251776,0.6315772699748223,7.967713857599678,4.786585365853659,2.122417079992476,0.1634153659703244,103.0,52.373339671746784,87.98586811792056,0.0,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,8.0,103.0,3.3,1.64,7.85,55.0,8.43,"Sw09,Sw02",1568850000.0,578000000.0,990850000.0,1.64,1.0,0.0391751426359674,transition,-0.1582775087510418,2.5287110684168512,2.394447389622269,2.393750164753822,-0.1342636787945821,-0.1349609036630292,0.03203883495145631,-0.06842430131932012,0.1349609036630292,True,True,True,False,False,False,True,juvenile_forming,True,False,gas-rich low-stellar diffuse/extended system without current severe under-rotation; plausible forming-disk member rather than UGC07125-style failed object,juvenile/forming candidate only; not an age determination,4,medium: check whether gas converts and disk settles in matched analogs
UGC06614,SPARC,0.0469737123877627,0.0114750296746646,low,0.6811008561659592,0.3188991438340408,8.747084147182726,11.88823529411765,1.0469737123877625,0.0099678887342346,199.8,195.2664340028341,276.1484392430389,0.5032052198937547,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,1.0,199.8,16.0,5.1,60.63,36.0,88.7,"dB01,VH93",91286040000.0,62175000000.0,29111040000.000004,5.1,0.8650959343549492,0.8152348982632992,mature,0.0015139771935309,3.309195655651881,3.315113467544834,3.3062877133424102,0.005917811892953,-0.0029079423094708,0.08008008008008008,0.140547109097756,0.0029079423094708,False,False,False,True,False,True,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC4157,SPARC,0.0706282885139775,0.0521524361099908,low,0.828384620186985,0.171615379813015,9.275328302176332,10.383620689655173,1.0706282885139782,0.0148193571396292,184.7,178.5038297850085,252.4425370174974,0.4563748021650249,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,3.0,184.7,7.2,2.32,24.09,82.0,18.0,"VS01,SV98",63750580000.0,52810000000.0,10940580000.000002,2.32,0.5718244830760092,0.9615957611872692,mature,0.0104698733530509,2.932984875995122,2.971417155228857,2.963153158450526,0.0384322792337354,0.0301682824554045,0.03898213318895507,0.13569564069236134,0.0301682824554045,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC2841,SPARC,0.964313532706068,0.007322919699839,low,0.8785671753318778,0.1214328246681222,9.109249674051874,12.395604395604394,1.964313532706068,0.146605404316243,284.8,203.2050892692085,287.3753931877502,0.2951180535334406,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,3.0,284.8,8.6,3.64,45.12,76.0,14.1,"Di08,Be91",107061250000.0,94060500000.0,13000750000.000002,3.64,1.0,0.9692267056680238,mature,-0.1256033236803658,3.316671364277856,3.2315754444185503,3.2225721977618087,-0.0850959198593055,-0.0940991665160471,0.030196629213483143,0.003909593515747492,0.0940991665160471,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC4100,SPARC,0.0783408856113494,0.2848258860629317,low,0.8780208298223735,0.1219791701776264,9.066150971722134,8.4,1.0783408856113497,0.016378035962242,158.2,152.34508350757056,215.448483257268,0.2948320046152544,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,158.2,5.0,2.15,18.06,73.0,18.0,"VS01,SV98",33822660000.0,29697000000.0,4125660000.0,2.15,0.8177501196863841,0.9669902093805316,mature,0.0034877148691013,2.8326749347412443,2.896702246245512,2.8918093801341223,0.0640273115042675,0.0591344453928779,0.03160556257901391,0.13413696186974852,0.0591344453928779,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC2403,SPARC,0.4162950082328754,0.0283516469370487,low,0.5412838794329377,0.4587161205670624,8.883112409462322,10.870503597122305,1.416295008232875,0.0755768622359338,131.2,110.24451032869754,155.90928168402485,0.2810989020419675,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,131.2,4.9,1.39,15.11,63.0,3.16,"Da06,Fr02",9275170000.0,5020500000.0,4254670000.0,1.39,1.0,0.5195676440307543,transition,-0.0605548548670959,2.561978630957717,2.521759370484958,2.519372827689102,-0.0402192604727593,-0.0426058032686156,0.03734756097560976,0.07493813559605664,0.0426058032686156,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC2998,SPARC,0.0690797721571615,0.5744879508101016,transition,0.7075245007001539,0.292475499299846,8.644960269237012,7.029032258064516,1.0690797721571617,0.0145050562129409,209.9,203.0053027491536,287.0928523815092,0.2688851361055913,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,5.0,209.9,8.1,6.2,43.58,58.0,68.1,"Sa96,Br92",106640830000.0,75451000000.0,31189830000.0,6.2,1.0,0.8262052992718101,mature,-0.0056040485800147,3.415434123744636,3.415910895395183,3.414933009516293,0.0004767716505473,-0.0005011142283426,0.03858980466888994,0.13600994161904964,0.0005011142283426,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
ESO563-G021,SPARC,0.8092369418432914,0.0604077993199511,low,0.8280175220606345,0.1719824779393654,9.00296509376827,10.222018348623854,1.809236941843291,0.1287477233958003,314.6,233.88964509869035,330.76990819719776,0.2597281337866992,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,314.6,11.7,5.45,55.71,83.0,60.8,SG06,187904840000.0,155588500000.0,32316340000.0,5.45,1.0,0.9501294620596824,mature,-0.1105551010483615,3.535185216227892,3.439007539099856,3.4309433411591086,-0.0961776771280358,-0.1042418750687832,0.03719008264462809,0.021767274436190285,0.1042418750687832,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC3893,SPARC,0.2476431899354932,0.2161003833140365,low,0.7914094783066582,0.2085905216933418,9.01657639694944,8.756302521008404,1.2476431899354932,0.0480452002059045,174.0,155.77725548258672,220.30230741273272,0.1995637528443979,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,5.0,174.0,8.9,2.38,20.84,49.0,18.0,"VS01,SV98",36975170000.0,29262500000.0,7712670000.000001,2.38,1.0,0.9362629106451356,mature,-0.0294917803645679,2.918156201003093,2.928100191758076,2.9234735346737466,0.0099439907549832,0.0053173336706535,0.051149425287356325,0.10246979762608606,0.0053173336706535,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC6674,SPARC,0.190863434237182,0.2985472107610569,low,0.7150059174672374,0.2849940825327626,8.816145608463174,8.281456953642385,1.190863434237182,0.0379309801713472,241.3,221.11914261914083,312.70969039229965,0.191915664294977,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,3.0,241.3,4.9,6.04,50.02,54.0,51.2,"Sa96,Br92",150106450000.0,107327000000.0,42779450000.00001,6.04,1.0,0.8637210573270883,mature,-0.0246633774727682,3.4646242561938987,3.429454385625244,3.425170971157173,-0.0351698705686547,-0.0394532850367257,0.020306672192291753,0.11258401766064345,0.0394532850367257,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC5907,SPARC,0.0769678812548523,0.776622142287942,high,0.7582617791542307,0.2417382208457693,8.809979941575211,0.0,1.0769678812548529,0.0161013756964449,215.0,207.17487439754785,292.9895171559546,0.1858600989542897,control/non-analog,0.8571428571428571,RHI_over_Rdisk,does not pass all direct UGC07125 analog criteria,False,5.0,215.0,2.9,5.34,0.0,88.0,17.3,"Sa96,SA87",115675750000.0,87712500000.0,27963250000.0,5.34,1.0,0.8979125756842532,mature,-0.0029942886341289,3.361009712608143,3.359916374167239,3.3592863855409005,-0.0010933384409037,-0.0017233270672423,0.013488372093023256,0.1344136221355456,0.0017233270672423,False,False,False,False,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
UGC03205,SPARC,0.4475115557810621,0.1836591755969917,low,0.8153228640373326,0.1846771359626674,9.037418016803407,8.965517241379311,1.4475115557810625,0.0803110197375321,219.6,182.5245624593397,258.1287116962133,0.1775605496020055,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,2.0,219.6,8.6,3.19,28.6,67.0,50.0,"No07,No05",69691410000.0,56821000000.0,12870410000.0,3.19,1.0,0.9477886857228248,mature,-0.061205436651144,3.1464530144992167,3.1210137482102085,3.113280935368973,-0.0254392662890081,-0.0331720791302432,0.039162112932604735,0.07020397809445848,0.0331720791302432,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC6503,SPARC,0.1627883683424848,0.6649855983307146,transition,0.7346700190573804,0.2653299809426197,8.474524425074039,6.50462962962963,1.146305893224704,0.0296502625733937,116.3,107.72599238978094,152.98451468371306,0.1645745078627441,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,116.3,2.4,2.16,14.05,74.0,6.26,"Be91,Be87",8742020000.0,6422500000.0,2319520000.0000005,2.16,1.0,0.795835470234244,mature,-0.0245124053541111,2.7010634615433604,2.7594753564882777,2.757279234067304,0.0584118949449172,0.0562157725239429,0.02063628546861565,0.11906775839131305,0.0562157725239429,False,False,True,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC5033,SPARC,0.1270968444785353,0.8097548592647995,high,0.7859578061088343,0.2140421938911657,8.62348914999931,5.722868217054264,1.1270968444785356,0.0259806169474733,194.2,182.92312352785737,258.69236216474485,0.1552293737872671,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,5.0,194.2,3.6,5.16,29.53,66.0,15.7,"Sa96,Be87",70302120000.0,55254500000.0,15047620000.0,5.16,1.0,0.8771288482550982,mature,-0.0176114183698866,3.3019289228631785,3.313368034211815,3.3128673013809444,0.0114391113486362,0.0109383785177659,0.018537590113285273,0.1245343808845172,0.0109383785177659,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC4183,SPARC,0.1476401625413454,0.6489051595116168,transition,0.5374936272438549,0.4625063727561451,8.314157556671503,5.759856630824372,0.9653489570334904,-0.0076578341470746,110.6,101.79168311342814,151.76621927532506,0.1437882798303014,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,110.6,5.4,2.79,16.07,82.0,18.0,"VS01,SV98",10081980000.0,5419000000.0,4662980000.0,2.79,0.715886460984727,0.4069772613326878,transition,0.0127956913663572,2.790389325906258,2.8348807325811807,2.833418206584286,0.0444914066749224,0.0430288806780279,0.0488245931283906,0.13741998836587935,0.0430288806780279,False,False,True,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
UGC07151,SPARC,0.1616226850611351,0.7278506312243088,high,0.5822728014357971,0.417727198564203,8.300539705297789,5.112,0.9666113089322292,-0.0073740640553597,73.5,67.07431940184374,100.4381344948145,0.1190014611434005,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,73.5,2.8,1.25,6.39,90.0,6.87,"Sw09,Sw02",1961280000.0,1142000000.0,819280000.0,1.25,0.7381574390375445,0.5040815362760809,transition,0.0125119212746422,2.2642273477562327,2.3463749525088997,2.346274443123605,0.0821476047526665,0.0820470953673724,0.03809523809523809,0.1356112985873951,0.0820470953673724,False,False,True,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
UGC08286,SPARC,0.5650259191107317,0.2756610610668508,low,0.4235972349732678,0.5764027650267323,8.33010214706329,7.685714285714286,1.39788392318692,0.072735555085245,82.4,63.60293230613589,94.3530767995098,0.1162259592887661,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,82.4,2.3,1.05,8.07,90.0,6.5,"Sw09,Sw02",1481360000.0,627500000.0,853860000.0000001,1.05,1.0,0.1444846880157582,transition,-0.0675976978659623,2.2381465064310357,2.2215395902894293,2.218186073780544,-0.016606916141606,-0.0199604326504911,0.027912621359223296,0.0588288551277541,0.0199604326504911,False,False,True,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
UGC11455,SPARC,0.2705005382429511,0.5351139467879319,transition,0.913441441546966,0.086558558453034,8.967245390827602,7.325463743676223,1.270500538242951,0.0519874266868556,269.4,239.00674905675288,338.0065860147629,0.1158560719813518,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,6.0,269.4,7.4,5.93,43.44,90.0,78.6,SG06,204896550000.0,187161000000.0,17735550000.000004,5.93,1.0,0.9664110810031528,mature,-0.0347416889707183,3.5044822804152105,3.49646958732019,3.4930314777918032,-0.0080126930950203,-0.0114508026234072,0.027468448403860434,0.09852757114513494,0.0114508026234072,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC3521,SPARC,0.6527008484393424,0.4070468527669306,transition,0.8847623064308691,0.1152376935691309,9.122121223899192,7.854166666666668,1.6527008484393422,0.1090971250223889,213.7,166.22923152259304,235.08363368210829,0.1,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,213.7,15.9,2.4,18.85,75.0,7.7,"Da06,Sa96",47942820000.0,42418000000.0,5524820000.0,2.4,1.0,0.970991406509063,mature,-0.0877569299257024,3.0110457595396567,2.9728914691529176,2.971141369438357,-0.0381542903867391,-0.0399043901012992,0.07440336920917175,0.04141787280960162,0.0399043901012992,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC3992,SPARC,0.2500951219965033,0.6947840136246816,transition,0.8371238370913012,0.1628761629086988,8.94293281504035,6.602822580645161,1.2500951219965029,0.0484715302586026,241.0,215.54875181595327,304.83196817071354,0.0967285273685052,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,4.0,241.0,5.2,4.96,32.75,56.0,23.7,"VS01,SV98",135542670000.0,113466000000.0,22076670000.0,4.96,1.0,0.9484473943989468,mature,-0.0318697783494541,3.378528714729047,3.3612548736236025,3.359785716024719,-0.0172738411054442,-0.0187429987043277,0.021576763485477178,0.10204346757338788,0.0187429987043277,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC0891,SPARC,0.3502794662500347,0.5883388322172799,transition,0.9209839202625252,0.0790160797374749,9.26440549866864,7.121568627450981,1.3502794662500348,0.0652118316880249,216.1,185.97001889440784,263.0013229152524,0.081078431372549,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,3.0,216.1,5.7,2.55,18.16,90.0,9.91,Fr11,75104460000.0,69170000000.0,5934460000.0,2.55,1.0,0.981364379587435,mature,-0.0401980949115302,3.0422249429811776,3.0461008940593333,3.0453400591919007,0.0038759510781556,0.003115116210723,0.026376677464136977,0.08530316614396584,0.003115116210723,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC4217,SPARC,0.2136542116052663,0.846428492040879,high,0.9260163936134734,0.0739836063865266,8.928420739686862,5.680272108843537,1.2136542116052664,0.0420474836566353,181.3,164.56986786479803,232.73693909234555,0.0809684291044549,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,3.0,181.3,7.2,2.94,16.7,86.0,18.0,"VS01,SV98",46056960000.0,42649500000.0,3407460000.0,2.94,1.0,0.964714955051288,mature,-0.0258297151979788,3.027775130171648,3.077872809172933,3.079745849271304,0.0500976790012854,0.0519707190996565,0.039713182570325425,0.10846751417535529,0.0519707190996565,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
NGC7331,SPARC,0.2095535553135608,0.8773445492171676,high,0.894889484820931,0.1051105151790689,8.946648083561472,5.380478087649403,1.209553555313561,0.0413125511741806,239.0,217.31282111774829,307.32673890227795,0.0753720372386993,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,3.0,239.0,5.4,5.02,27.01,75.0,14.7,"Be91,Be87",140034610000.0,125315500000.0,14719110000.0,5.02,1.0,0.9619104405676248,mature,-0.0246124387248864,3.380131613757138,3.380787396812025,3.382657951443344,0.0006557830548867,0.0025263376862056,0.022594142259414227,0.10920244665780991,0.0025263376862056,False,False,False,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
F571-8,SPARC,1.0,0.4112097350025153,transition,0.6819590824550527,0.3180409175449473,7.971196478641222,6.896067415730337,1.791437389830393,0.1266008171563595,139.7,77.4737635436703,129.98568972647223,0.0698033707865168,control/non-analog,1.0,,does not pass all direct UGC07125 analog criteria,False,5.0,139.7,4.3,3.56,24.55,85.0,53.3,"dB01,dB96",7452060000.0,5082000000.0,2370060000.0,3.56,1.0,0.4040671367153705,transition,-0.1214629599370769,2.9976763997510383,2.951184678704038,2.947903457966905,-0.0464917210470003,-0.0497729417841332,0.030780243378668578,-0.03130086315285523,0.0497729417841332,False,False,True,True,False,False,False,mature_or_control,False,False,outside the UGC07125 four-stage boundary problem under current scalar gates,control/non-boundary row for taxonomy context,5,context/control; no UGC07125-boundary follow-up priority
