topic,query,rank,title,year,authors,venue,citationCount,doi,url,abstract,error
molecular_depletion,xCOLD GASS molecular gas scaling relations Saintonge 2017,3,,2018,"Tacconi, L.; Genzel, R.; Saintonge, A.; Combes, F.; García-Burillo, S.; Neri, R.",UCL Discovery (University College London),508,,https://openalex.org/W3103831731,"Author: Tacconi, L.J. et al.; Genre: Journal Article; Issued: 2018-02; Keywords: galaxies: evolution, galaxies: high-redshift, galaxies: kinematics and dynamics, infrared: galaxies; Title: PHIBSS: Unified Scaling Relations of Gas Depletion Time and Molecular Gas Fractions",
btfr,The Baryonic Tully-Fisher Relation of Galaxies with Extended Rotation Curves McGaugh 2005,1,"The many lives of active galactic nuclei: cooling flows, black holes and the luminosities and colours of galaxies",2005,Darren J. Croton; Volker Springel; Simon D. M. White; G. De Lucia; C. S. Frenk; L. Gao,Monthly Notices of the Royal Astronomical Society,3676,https://doi.org/10.1111/j.1365-2966.2005.09675.x,https://openalex.org/W2140980425,"We simulate the growth of galaxies and their central supermassive black holes by implementing a suite of semi-analytic models on the output of the Millennium Run, a very large simulation of the concordance cold dark matter cosmogony. Our procedures follow the detailed assembly history of each object and are able to track the evolution of all galaxies more massive than the Small Magellanic Cloud throughout a volume comparable to that of large modern redshift surveys. In this first paper we supplement previous treatments of the growth and activity of central black holes with a new model for 'radio' feedback from those active galactic nuclei that lie at the centre of a quasi-static X-ray-emitting atmosphere in a galaxy group or cluster. We show that for energetically and observationally plausible parameters such a model can simultaneously explain: (i) the low observed mass drop-out rate in cooling flows; (ii) the exponential cut-off at the bright end of the galaxy luminosity function; and",
btfr,The Baryonic Tully-Fisher Relation of Galaxies with Extended Rotation Curves McGaugh 2005,2,Small-Scale Challenges to the <b><i>Λ</i></b>CDM Paradigm,2017,James S. Bullock; Michael Boylan-Kolchin,Annual Review of Astronomy and Astrophysics,1427,https://doi.org/10.1146/annurev-astro-091916-055313,https://openalex.org/W3005079263,"The dark energy plus cold dark matter (ΛCDM) cosmological model has been a demonstrably successful framework for predicting and explaining the large-scale structure of the Universe and its evolution with time. Yet on length scales smaller than ∼1 Mpc and mass scales smaller than ∼10 11 M ⊙ , the theory faces a number of challenges. For example, the observed cores of many dark matter–dominated galaxies are both less dense and less cuspy than naïvely predicted in ΛCDM. The number of small galaxies and dwarf satellites in the Local Group is also far below the predicted count of low-mass dark matter halos and subhalos within similar volumes. These issues underlie the most well-documented problems with ΛCDM: cusp/core, missing satellites, and too-big-to-fail. The key question is whether a better understanding of baryon physics, dark matter physics, or both is required to meet these challenges. Other anomalies, including the observed planar and orbital configurations of Local Group satellite",
btfr,The Baryonic Tully-Fisher Relation of Galaxies with Extended Rotation Curves McGaugh 2005,3,History of dark matter,2018,Gianfranco Bertone; Dan Hooper,Reviews of Modern Physics,1188,https://doi.org/10.1103/revmodphys.90.045002,https://openalex.org/W2403089519,"The standard model of modern cosmology is unthinkable without dark matter, although direct detections are still missing. A broad perspective of how dark matter was postulated and became accepted is presented, from prehistory, over observations of galaxy clusters, galaxy rotation curves, the search for baryonic dark matter, possible alternative explanations via modified gravity, up to the hunt for dark matter particles. The interplay is described between observational discoveries and theoretical arguments which led finally to the adoption of this paradigm.",
btfr,The Baryonic Tully-Fisher Relation of Gas-Rich Galaxies as a Test of LCDM and MOND 2012,1,"Beyond<mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"" altimg=""si33.gif"" display=""inline"" overflow=""scroll""><mml:mi>Λ</mml:mi><mml:mstyle mathvariant=""normal""><mml:mi>CDM</mml:mi></mml:mstyle></mml:math>: Problems, solutions, and the road ahead",2016,Philip Bull; Yashar Akrami; Julian Adamek; Tessa Baker; Emilio Bellini; Jose Beltrán Jiménez,Physics of the Dark Universe,505,https://doi.org/10.1016/j.dark.2016.02.001,https://openalex.org/W2949154581,,
btfr,The Baryonic Tully-Fisher Relation of Gas-Rich Galaxies as a Test of LCDM and MOND 2012,2,Small Scale Problems of the ΛCDM Model: A Short Review,2017,Antonino Del Popolo; Morgan Le Delliou,Galaxies,252,https://doi.org/10.3390/galaxies5010017,https://openalex.org/W2471621114,"The ΛCDM model, or concordance cosmology, as it is often called, is a paradigm at its maturity. It is clearly able to describe the universe at large scale, even if some issues remain open, such as the cosmological constant problem, the small-scale problems in galaxy formation, or the unexplained anomalies in the CMB. ΛCDM clearly shows difficulty at small scales, which could be related to our scant understanding, from the nature of dark matter to that of gravity; or to the role of baryon physics, which is not well understood and implemented in simulation codes or in semi-analytic models. At this stage, it is of fundamental importance to understand whether the problems encountered by the ΛDCM model are a sign of its limits or a sign of our failures in getting the finer details right. In the present paper, we will review the small-scale problems of the ΛCDM model, and we will discuss the proposed solutions and to what extent they are able to give us a theory accurately describing the phe",
btfr,The Baryonic Tully-Fisher Relation of Gas-Rich Galaxies as a Test of LCDM and MOND 2012,3,Reconciling the Diversity and Uniformity of Galactic Rotation Curves with Self-Interacting Dark Matter,2019,Tao Ren; Anna Kwa; Manoj Kaplinghat; Hai-Bo Yu,Physical Review X,112,https://doi.org/10.1103/physrevx.9.031020,https://openalex.org/W2887189883,"Galactic rotation curves exhibit diverse behavior in the inner regions while obeying an organizing principle; i.e., they can be approximately described by a radial acceleration relation or the modified Newtonian dynamics phenomenology. We analyze the rotation curve data from the SPARC sample and explicitly demonstrate that both the diversity and uniformity are naturally reproduced in a hierarchical structure formation model with the addition of dark matter self-interactions. The required concentrations of the dark matter halos are fully consistent with the concentration-mass relation predicted by the Planck cosmological model. The inferred stellar mass-to-light (3.6 m) ratios scatter around 0.5 M =L , as expected from population synthesis models, leading to a tight radial acceleration relation and a baryonic Tully-Fisher relation. The inferred stellar-halo mass relation is consistent with the expectations from abundance matching. These results provide compelling arguments in favor of t",
rar,Radial Acceleration Relation in Rotationally Supported Galaxies McGaugh Lelli Schombert 2016,1,Small-Scale Challenges to the <b><i>Λ</i></b>CDM Paradigm,2017,James S. Bullock; Michael Boylan-Kolchin,Annual Review of Astronomy and Astrophysics,1427,https://doi.org/10.1146/annurev-astro-091916-055313,https://openalex.org/W3005079263,"The dark energy plus cold dark matter (ΛCDM) cosmological model has been a demonstrably successful framework for predicting and explaining the large-scale structure of the Universe and its evolution with time. Yet on length scales smaller than ∼1 Mpc and mass scales smaller than ∼10 11 M ⊙ , the theory faces a number of challenges. For example, the observed cores of many dark matter–dominated galaxies are both less dense and less cuspy than naïvely predicted in ΛCDM. The number of small galaxies and dwarf satellites in the Local Group is also far below the predicted count of low-mass dark matter halos and subhalos within similar volumes. These issues underlie the most well-documented problems with ΛCDM: cusp/core, missing satellites, and too-big-to-fail. The key question is whether a better understanding of baryon physics, dark matter physics, or both is required to meet these challenges. Other anomalies, including the observed planar and orbital configurations of Local Group satellite",
rar,Radial Acceleration Relation in Rotationally Supported Galaxies McGaugh Lelli Schombert 2016,2,Dark matter self-interactions and small scale structure,2017,Sean Tulin; Hai-Bo Yu,Physics Reports,1032,https://doi.org/10.1016/j.physrep.2017.11.004,https://openalex.org/W2612559938,,
rar,Radial Acceleration Relation in Rotationally Supported Galaxies McGaugh Lelli Schombert 2016,3,Emergent Gravity and the Dark Universe,2017,Erik Verlinde,SciPost Physics,545,https://doi.org/10.21468/scipostphys.2.3.016,https://openalex.org/W2549519388,"Recent theoretical progress indicates that spacetime and gravity emerge together from the entanglement structure of an underlying microscopic theory. These ideas are best understood in Anti-de Sitter space, where they rely on the area law for entanglement entropy. The extension to de Sitter space requires taking into account the entropy and temperature associated with the cosmological horizon. Using insights from string theory, black hole physics and quantum information theory we argue that the positive dark energy leads to a thermal volume law contribution to the entropy that overtakes the area law precisely at the cosmological horizon. Due to the competition between area and volume law entanglement the microscopic de Sitter states do not thermalise at sub-Hubble scales: they exhibit memory effects in the form of an entropy displacement caused by matter. The emergent laws of gravity contain an additional ‘dark’ gravitational force describing the ‘elastic’ response due to the entropy d",
sparc,SPARC Mass Models for 175 Disk Galaxies Lelli McGaugh Schombert 2016,1,Galactic rotation curves versus ultralight dark matter: Implications of the soliton-host halo relation,2018,Nitsan Bar; Diego Blas; Kfir Blum; Sergey Sibiryakov,Physical review. D/Physical review. D.,194,https://doi.org/10.1103/physrevd.98.083027,https://openalex.org/W2799188338,"Bosonic ultralight dark matter (ULDM) would form cored density distributions at the center of galaxies. These cores, seen in numerical simulations, admit analytic description as the lowest energy bound state solution (``soliton'') of the Schroedinger-Poisson equations. Numerical simulations of ULDM galactic halos find empirical scaling relations between the mass of the large-scale host halo and the mass of the central soliton. We discuss how the simulation results of different groups can be understood in terms of the basic properties of the soliton. Importantly, simulations imply that the energy per unit mass in the soliton and in the virialized host halo should be approximately equal. This relation lends itself to observational tests because it predicts that the peak circular velocity, measured for the host halo in the outskirts of the galaxy, should approximately repeat itself in the central region. Contrasting this prediction with the measured rotation curves of well-resolved nearby",
sparc,SPARC Mass Models for 175 Disk Galaxies Lelli McGaugh Schombert 2016,2,A dynamically cold disk galaxy in the early Universe,2020,F. Rizzo; S. Vegetti; D. Powell; F. Fraternali; J. P. McKean; H. R. Stacey,Nature,179,https://doi.org/10.1038/s41586-020-2572-6,https://openalex.org/W3048705958,,
sparc,SPARC Mass Models for 175 Disk Galaxies Lelli McGaugh Schombert 2016,3,Fitting the radial acceleration relation to individual SPARC galaxies,2018,Pengfei Li; Federico Lelli; Stacy McGaugh; James Schombert,Astronomy and Astrophysics,153,https://doi.org/10.1051/0004-6361/201732547,https://openalex.org/W2793387999,"Galaxies follow a tight radial acceleration relation (RAR): the acceleration observed at every radius correlates with that expected from the distribution of baryons. We use the Markov chain Monte Carlo method to fit the mean RAR to 175 individual galaxies in the SPARC database, marginalizing over stellar mass-to-light ratio (ϒ ⋆ ), galaxy distance, and disk inclination. Acceptable fits with astrophysically reasonable parameters are found for the vast majority of galaxies. The residuals around these fits have an rms scatter of only 0.057 dex (~13%). This is in agreement with the predictions of modified Newtonian dynamics (MOND). We further consider a generalized version of the RAR that, unlike MOND, permits galaxy-to-galaxy variation in the critical acceleration scale. The fits are not improved with this additional freedom: there is no credible indication of variation in the critical acceleration scale. The data are consistent with the action of a single effective force law. The apparen",
hi_size,The HI Size-Mass Relation of Galaxies Wang 2016,1,Axion cosmology,2016,David J. E. Marsh,Physics Reports,1945,https://doi.org/10.1016/j.physrep.2016.06.005,https://openalex.org/W3037524103,,
hi_size,The HI Size-Mass Relation of Galaxies Wang 2016,2,Ultralight scalars as cosmological dark matter,2017,Lam Hui; Jeremiah P. Ostriker; Scott Tremaine; Edward Witten,Physical review. D/Physical review. D.,1689,https://doi.org/10.1103/physrevd.95.043541,https://openalex.org/W2594838509,"Many aspects of the large-scale structure of the Universe can be described successfully using cosmological models in which $27\ifmmode\pm\else\textpm\fi{}1%$ of the critical mass-energy density consists of cold dark matter (CDM). However, few---if any---of the predictions of CDM models have been successful on scales of $\ensuremath{\sim}10\text{ }\text{ }\mathrm{kpc}$ or less. This lack of success is usually explained by the difficulty of modeling baryonic physics (star formation, supernova and black-hole feedback, etc.). An intriguing alternative to CDM is that the dark matter is an extremely light ($m\ensuremath{\sim}{10}^{\ensuremath{-}22}\text{ }\text{ }\mathrm{eV}$) boson having a de Broglie wavelength $\ensuremath{\lambda}\ensuremath{\sim}1\text{ }\text{ }\mathrm{kpc}$, often called fuzzy dark matter (FDM). We describe the arguments from particle physics that motivate FDM, review previous work on its astrophysical signatures, and analyze several unexplored aspects of its behavior",
hi_size,The HI Size-Mass Relation of Galaxies Wang 2016,3,Small-Scale Challenges to the <b><i>Λ</i></b>CDM Paradigm,2017,James S. Bullock; Michael Boylan-Kolchin,Annual Review of Astronomy and Astrophysics,1427,https://doi.org/10.1146/annurev-astro-091916-055313,https://openalex.org/W3005079263,"The dark energy plus cold dark matter (ΛCDM) cosmological model has been a demonstrably successful framework for predicting and explaining the large-scale structure of the Universe and its evolution with time. Yet on length scales smaller than ∼1 Mpc and mass scales smaller than ∼10 11 M ⊙ , the theory faces a number of challenges. For example, the observed cores of many dark matter–dominated galaxies are both less dense and less cuspy than naïvely predicted in ΛCDM. The number of small galaxies and dwarf satellites in the Local Group is also far below the predicted count of low-mass dark matter halos and subhalos within similar volumes. These issues underlie the most well-documented problems with ΛCDM: cusp/core, missing satellites, and too-big-to-fail. The key question is whether a better understanding of baryon physics, dark matter physics, or both is required to meet these challenges. Other anomalies, including the observed planar and orbital configurations of Local Group satellite",
hi_hubble,The HI content of spiral galaxies Broeils Rhee 1997,1,The Core‐Cusp Problem,2009,W. J. G. de Blok,Advances in Astronomy,780,https://doi.org/10.1155/2010/789293,https://openalex.org/W2126103176,"This paper gives an overview of the attempts to determine the distribution of dark matter in low surface brightness disk and gas‐rich dwarf galaxies, both through observations and computer simulations. Observations seem to indicate an approximately constant dark matter density in the inner parts of galaxies, while cosmological computer simulations indicate a steep power‐law‐like behaviour. This difference has become known as the “core/cusp problem,” and it remains one of the unsolved problems in small‐scale cosmology.",
hi_hubble,The HI content of spiral galaxies Broeils Rhee 1997,2,Cold gas accretion in galaxies,2008,R. Sancisi; Filippo Fraternali; Tom Oosterloo; J. M. van der Hulst,The Astronomy and Astrophysics Review,590,https://doi.org/10.1007/s00159-008-0010-0,https://openalex.org/W2100831384,"Evidence for the accretion of cold gas in galaxies has been rapidly accumulating in the past years. HI observations of galaxies and their environment have brought to light new facts and phenomena which are evidence of ongoing or recent accretion: (1) A large number of galaxies are accompanied by gas-rich dwarfs or are surrounded by HI cloud complexes, tails and filaments. This suggests ongoing minor mergers and recent arrival of external gas. It may be regarded, therefore, as direct evidence of cold gas accretion in the local universe. It is probably the same kind of phenomenon of material infall as the stellar streams observed in the halos of our galaxy and M 31. (2) Considerable amounts of extra-planar HI have been found in nearby spiral galaxies. While a large fraction of this gas is undoubtedly produced by galactic fountains, it is likely that a part of it is of extragalactic origin. Also the Milky Way has extra-planar gas complexes: the Intermediate- and High-Velocity Clouds (IVCs",
hi_hubble,The HI content of spiral galaxies Broeils Rhee 1997,3,The Ursa Major cluster of galaxies,2001,Marc Verheijen; R. Sancisi,Astronomy and Astrophysics,348,https://doi.org/10.1051/0004-6361:20010090,https://openalex.org/W1639520811,"In this data paper we present the results of an extensive 21 cm-line synthesis imaging survey of 43 spiral galaxies in the nearby Ursa Major cluster using the Westerbork Synthesis Radio Telescope. Detailed kinematic information in the form of position-velocity diagrams and rotation curves is presented in an atlas together with HI channel maps, 21 cm continuum maps, global HI profiles, radial HI surface density profiles, integrated HI column density maps, and HI velocity fields. The relation between the corrected global HI linewidth and the rotational velocities and Vflat as derived from the rotation curves is investigated. Inclination angles obtained from the optical axis ratios are compared to those derived from the inclined HI disks and the HI velocity fields. The galaxies were not selected on the basis of their HI content but solely on the basis of their cluster membership and inclination which should be suitable for a kinematic analysis. The observed galaxies provide a well-defined",
angular_momentum,Angular momentum and galaxy formation revisited Fall Romanowsky 2013,1,Dark matter self-interactions and small scale structure,2017,Sean Tulin; Hai-Bo Yu,Physics Reports,1032,https://doi.org/10.1016/j.physrep.2017.11.004,https://openalex.org/W2612559938,,
angular_momentum,Angular momentum and galaxy formation revisited Fall Romanowsky 2013,2,Angular momentum evolution for galaxies in a Λ-CDM scenario,2015,Susana Pedrosa; P. B. Tissera,Astronomy and Astrophysics,70,https://doi.org/10.1051/0004-6361/201526440,https://openalex.org/W2963850242,"Context. Galaxy formation in the current cosmological paradigm is a very complex process in which inflows, outflows, interactions, and mergers are common events. These processes can redistribute the angular momentum content of baryons. Recent observational results suggest that disc formed conserving angular momentum while elliptical galaxies, although they lose angular momentum, determine a correlation between the specific angular momentum of the galaxy and the stellar mass. These observations provide stringent constraints for galaxy formation models in a hierarchical clustering scenario.",
angular_momentum,Angular momentum and galaxy formation revisited Fall Romanowsky 2013,3,"Appreciating mergers for understanding the non-linear <i>M</i>bh–<i>M</i>*,spheroid and <i>M</i>bh–<i>M</i>*, galaxy relations, updated herein, and the implications for the (reduced) role of AGN feedback",2022,Alister W. Graham; Nandini Sahu,Monthly Notices of the Royal Astronomical Society,48,https://doi.org/10.1093/mnras/stac2019,https://openalex.org/W4310055250,"ABSTRACT We present revised (black hole mass)–(spheroid stellar mass) and (black hole mass)–(galaxy stellar mass) scaling relations based on colour-dependent (stellar mass)-to-light ratios. Our 3.6 $\mu$m luminosities were obtained from multicomponent decompositions, which accounted for bulges, discs, bars, ansae, rings, nuclear components, etc. The lenticular galaxy bulges (not associated with recent mergers) follow a steep $M_{\rm {bh}}\propto ~M_{\rm {*,bulge}}^{1.53\pm 0.15}$ relation, offset by roughly an order of magnitude in black hole mass from the $M_{\rm {bh}}\propto ~M_{\rm {*,ellip}}^{1.64\pm 0.17}$ relation defined by the elliptical (E) galaxies which, in Darwinian terms, are shown to have evolved by punctuated equilibrium rather than gradualism. We use the spheroid (i.e. bulge and elliptical) size–mass relation to reveal how disc-galaxy mergers explain this offset and the dramatically lower Mbh/M*,sph ratios in the elliptical galaxies. The deceptive near-linear Mbh–M*,sph",
angular_momentum,The global galactic star formation relation Fall Efstathiou angular momentum disks 1980,1,The cosmological constant and dark energy,2003,P. J. E. Peebles; Bharat Ratra,Reviews of Modern Physics,5215,https://doi.org/10.1103/revmodphys.75.559,https://openalex.org/W2073603601,"Physics welcomes the idea that space contains energy whose gravitational effect approximates that of Einstein's cosmological constant, \ensuremath{\Lambda}; today the concept is termed dark energy or quintessence. Physics also suggests that dark energy could be dynamical, allowing for the arguably appealing picture of an evolving dark-energy density approaching its natural value, zero, and small now because the expanding universe is old. This would alleviate the classical problem of the curious energy scale of a millielectron volt associated with a constant \ensuremath{\Lambda}. Dark energy may have been detected by recent cosmological tests. These tests make a good scientific case for the context, in the relativistic Friedmann-Lema\^{\i}tre model, in which the gravitational inverse-square law is applied to the scales of cosmology. We have well-checked evidence that the mean mass density is not much more than one-quarter of the critical Einstein--de Sitter value. The case for detection",
angular_momentum,The global galactic star formation relation Fall Efstathiou angular momentum disks 1980,2,"The many lives of active galactic nuclei: cooling flows, black holes and the luminosities and colours of galaxies",2005,Darren J. Croton; Volker Springel; Simon D. M. White; G. De Lucia; C. S. Frenk; L. Gao,Monthly Notices of the Royal Astronomical Society,3676,https://doi.org/10.1111/j.1365-2966.2005.09675.x,https://openalex.org/W2140980425,"We simulate the growth of galaxies and their central supermassive black holes by implementing a suite of semi-analytic models on the output of the Millennium Run, a very large simulation of the concordance cold dark matter cosmogony. Our procedures follow the detailed assembly history of each object and are able to track the evolution of all galaxies more massive than the Small Magellanic Cloud throughout a volume comparable to that of large modern redshift surveys. In this first paper we supplement previous treatments of the growth and activity of central black holes with a new model for 'radio' feedback from those active galactic nuclei that lie at the centre of a quasi-static X-ray-emitting atmosphere in a galaxy group or cluster. We show that for energetically and observationally plausible parameters such a model can simultaneously explain: (i) the low observed mass drop-out rate in cooling flows; (ii) the exponential cut-off at the bright end of the galaxy luminosity function; and",
angular_momentum,The global galactic star formation relation Fall Efstathiou angular momentum disks 1980,3,"The SAURON project--IV. The mass-to-light ratio, the virial mass estimator and the Fundamental Plane of elliptical and lenticular galaxies",2006,Michele Cappellari; Roland Bacon; Martin Bureau; Maaike Damen; R. L. Davies; P. T. de Zeeuw,Monthly Notices of the Royal Astronomical Society,1129,https://doi.org/10.1111/j.1365-2966.2005.09981.x,https://openalex.org/W2141520494,"We investigate with unprecedented accuracy the correlations between the dynamical mass-to-light ratio M/L and other global observables of E and S0 galaxies. We construct two-integral Jeans and three-integral Schwarzschild dynamical models for a sample of 25 E/S0 galaxies with SAURON integral-field stellar kinematics. We find a tight correlation of the form (M/L)=(3.79+/-0.13)*(sigma/200 km/s)^(0.82+/-0.06) between the dynamical M/L (in the I-band) and the luminosity-weighted second moment (sigma) of the line-of-sight velocity-distribution within Re. The observed rms scatter in M/L for our sample is 17%, while the intrinsic scatter is negligible with respect to the measurement errors. The (M/L)-sigma relation can be included in the remarkable series of tight correlations between sigma and other galaxy global observables. The comparison of the observed correlations with the predictions of the Fundamental Plane (FP), and with simple virial estimates, shows that the `tilt' of the FP of ear",
disk_formation,The formation of galactic discs Mo Mao White 1998,1,"Simulations of the formation, evolution and clustering of galaxies and quasars",2005,Volker Springel; Simon D. M. White; Adrian Jenkins; Carlos S. Frenk; Naoki Yoshida; Liang Gao,Nature,5038,https://doi.org/10.1038/nature03597,https://openalex.org/W2141709306,,
disk_formation,The formation of galactic discs Mo Mao White 1998,2,"The many lives of active galactic nuclei: cooling flows, black holes and the luminosities and colours of galaxies",2005,Darren J. Croton; Volker Springel; Simon D. M. White; G. De Lucia; C. S. Frenk; L. Gao,Monthly Notices of the Royal Astronomical Society,3676,https://doi.org/10.1111/j.1365-2966.2005.09675.x,https://openalex.org/W2140980425,"We simulate the growth of galaxies and their central supermassive black holes by implementing a suite of semi-analytic models on the output of the Millennium Run, a very large simulation of the concordance cold dark matter cosmogony. Our procedures follow the detailed assembly history of each object and are able to track the evolution of all galaxies more massive than the Small Magellanic Cloud throughout a volume comparable to that of large modern redshift surveys. In this first paper we supplement previous treatments of the growth and activity of central black holes with a new model for 'radio' feedback from those active galactic nuclei that lie at the centre of a quasi-static X-ray-emitting atmosphere in a galaxy group or cluster. We show that for energetically and observationally plausible parameters such a model can simultaneously explain: (i) the low observed mass drop-out rate in cooling flows; (ii) the exponential cut-off at the bright end of the galaxy luminosity function; and",
disk_formation,The formation of galactic discs Mo Mao White 1998,3,Breaking the hierarchy of galaxy formation,2006,R. G. Bower; Andrew Benson; Rowena Katherine Malbon; John Helly; Carlos S. Frenk; C. M. Baugh,Monthly Notices of the Royal Astronomical Society,2472,https://doi.org/10.1111/j.1365-2966.2006.10519.x,https://openalex.org/W2090459210,"Recent observations of the distant Universe suggest that much of the stellar mass of bright galaxies was already in place at z > 1. This presents a challenge for models of galaxy formation because massive haloes are assembled late in the hierarchical clustering process intrinsic to the cold dark matter (CDM) cosmology. In this paper, we discuss a new implementation of the Durham semi-analytic model of galaxy formation in which feedback due to active galactic nuclei (AGN) is assumed to quench cooling flows in massive haloes. This mechanism naturally creates a break in the local galaxy luminosity function at bright magnitudes. The model is implemented within the Millennium N-body simulation. The accurate dark matter merger trees and large number of realizations of the galaxy formation process enabled by this simulation result in highly accurate statistics. After adjusting the values of the physical parameters in the model by reference to the properties of the local galaxy population, we ",
atlas3d,The ATLAS3D project III A census of the stellar angular momentum within the effective radius of early-type galaxies 2011,1,THE NEXT GENERATION VIRGO CLUSTER SURVEY (NGVS). I. INTRODUCTION TO THE SURVEY*,2012,Laura Ferrarese; Patrick Côté; Jean‐Charles Cuillandre; Stephen Gwyn; Eric W. Peng; Lauren A. MacArthur,The Astrophysical Journal Supplement Series,452,https://doi.org/10.1088/0067-0049/200/1/4,https://openalex.org/W2109896455,"ABSTRACT The Next Generation Virgo Cluster Survey (NGVS) is a program that uses the 1 deg 2 MegaCam instrument on the Canada–France–Hawaii Telescope to carry out a comprehensive optical imaging survey of the Virgo cluster, from its core to its virial radius—covering a total area of 104 deg 2 —in the u * griz bandpasses. Thanks to a dedicated data acquisition strategy and processing pipeline, the NGVS reaches a point-source depth of g ≈ 25.9 mag (10σ) and a surface brightness limit of μ g ∼ 29 mag arcsec −2 (2σ above the mean sky level), thus superseding all previous optical studies of this benchmark galaxy cluster. In this paper, we give an overview of the technical aspects of the survey, such as areal coverage, field placement, choice of filters, limiting magnitudes, observing strategies, data processing and calibration pipelines, survey timeline, and data products. We also describe the primary scientific topics of the NGVS, which include: the galaxy luminosity and mass functions; the",
atlas3d,The ATLAS3D project III A census of the stellar angular momentum within the effective radius of early-type galaxies 2011,2,Star formation associated with neutral hydrogen in the outskirts of early-type galaxies,2016,Mustafa K. Yıldız; P. Serra; R. F. Peletier; Tom Oosterloo; Pierre–Alain Duc,Monthly Notices of the Royal Astronomical Society,29,https://doi.org/10.1093/mnras/stw2294,https://openalex.org/W2520956610,"About 20 per cent of all nearby early-type galaxies (M 6 10 9 M ) outside the Virgo cluster are surrounded by a disc or ring of low-column-density neutral hydrogen (H I) gas with typical radii of tens of kpc, much larger than the stellar body. In order to understand the impact of these gas reservoirs on the host galaxies, we analyse the distribution of star formation out to large radii as a function of H I properties using GALEX UV and SDSS optical images. Our sample consists of 18 H I-rich galaxies as well as 55 control galaxies where no H I has been detected. In half of the H I-rich galaxies, the radial UV profile changes slope at the position of the H I radial profile peak. To study the stellar populations, we calculate the FUV-NUV and UV-optical colours in two apertures, 1-3 and 3-10 R eff . We find that H I-rich galaxies are on average 0.5 and 0.8 mag bluer than the H I-poor ones, respectively. This indicates that a significant fraction of the UV emission traces recent star format",
atlas3d,The ATLAS3D project III A census of the stellar angular momentum within the effective radius of early-type galaxies 2011,3,The transformation of Spirals into S0 galaxies in the cluster environment,2015,M. D’Onofrio; P. Marziani; L. M. Buson,DOAJ (DOAJ: Directory of Open Access Journals),22,https://doi.org/10.3389/fspas.2015.00004,https://openalex.org/W2963840293,"We discuss the observational evidences of the morphological transformation of Spirals into S0 galaxies in the cluster environment exploiting two big databases of galaxy clusters: WINGS (0.04<z<0.07)andEDisCS(0.4<z<0.8).The most important results are: 1) the average number of S0 galaxies in clusters is almost a factor of ∼ 3 − 4 larger today than at redshift z ∼ 1; 2) the fraction of S0’s to Spirals increases on average by a factor ∼ 2 every Gyr; 3) the average rate of transformation for Spirals (not considering the infall of new galaxies from the cosmic web) is: ∼ 5 Sp→S0’s per Gyr and ∼ 2 Sp→E’s per Gyr; 4) there are evidences that the interstellar gas of Spirals is stripped by an hot intergalactic medium; 5) there are also indirect hints that major/minor merging events have played a role in the transformation of Spiral galaxies. In particular, we show that: 1) the ratio between the number of S0’s and Spirals (NS0/NSp) in the WINGS clusters is correlated with their X-ray luminosity LX",
atlas3d,The ATLAS3D project VII A new look at the morphology of nearby galaxies Cappellari 2011,1,The ATLAS3D project - VII. A new look at the morphology of nearby galaxies: the kinematic morphology-density relation,2011,Michele Cappellari; Éric Emsellem; Davor Krajnović; Richard M. McDermid; P. Serra; Katherine Alatalo,Monthly Notices of the Royal Astronomical Society,448,https://doi.org/10.1111/j.1365-2966.2011.18600.x,https://openalex.org/W2117060658,"Author: Cappellari, Michele et al.; Genre: Journal Article; Issued: 2011-09; Title: The ATLAS3D project – VII. A new look at the morphology of nearby galaxies: the kinematic morphology–density relation",
atlas3d,The ATLAS3D project VII A new look at the morphology of nearby galaxies Cappellari 2011,2,"CALIFA, the Calar Alto Legacy Integral Field Area survey",2015,R. García-Benito; S. Zibetti; S. F. Sánchez; B. Husemann; A. L. de Amorim; Á. Castillo-Morales,Astronomy and Astrophysics,240,https://doi.org/10.1051/0004-6361/201425080,https://openalex.org/W2021315951,"This paper describes the Second Public Data Release (DR2) of the Calar Alto Legacy Integral Field Area (CALIFA) survey. The data for 200 objects are made public, including the 100 galaxies of the First Public Data Release (DR1). Data were obtained with the integral-field spectrograph PMAS/PPak mounted on the 3.5 m telescope at the Calar Alto observatory. Two different spectral setups are available for each galaxy, (i) a low-resolution V500 setup covering the wavelength range 3745–7500 Å with a spectral resolution of 6.0 Å (FWHM); and (ii) a medium-resolution V1200 setup covering the wavelength range 3650–4840 Å with a spectral resolution of 2.3 Å (FWHM). The sample covers a redshift range between 0.005 and 0.03, with a wide range of properties in the color–magnitude diagram, stellar mass, ionization conditions, and morphological types. All the cubes in the data release were reduced with the latest pipeline, which includes improvedspectrophotometric calibration, spatial registration, an",
