galaxy_name,ra_deg,dec_deg,distance_mpc,stellar_mass_msun,effective_radius_kpc,lambda_R,V_over_sigma,ellipticity,fast_rotator_flag,fast_slow_class,T_type,KMAG_abs,source_reference,stellar_surface_density_msun_kpc2,compactness_proxy,virial_sigma_star_proxy_km_s,pressure_support_proxy,angular_momentum_suppression_proxy,roundness_proxy,slow_rotator_proxy,v_rms_proxy_km_s,pressure_channel_response_proxy,pressure_channel_class,response_label,claim_boundary
NGC3193,154.603683,21.893978,33.1,116705140822.02827,4.22087462883849,0.195,0.208,0.129,1,F,-4.8,-24.63,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1042569974.574734,1042569974.574734,154.21937628069736,0.8278145695364238,0.8049999999999999,0.8642105263157894,0.0,157.52012691689347,0.7304487179487179,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3226,155.862549,19.898439,22.9,32440682835.870747,3.4309148621705674,0.251,0.273,0.168,1,F,-4.8,-23.24,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,438621823.6353226,438621823.6353226,90.18518449444306,0.7855459544383345,0.749,0.8231578947368421,0.0,93.48550288079649,0.5237179487179487,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3230,155.93309,12.567883,40.8,77106321889.91795,3.59943737576842,0.609,0.617,0.55,1,F,-1.8,-24.18,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,947198223.1963948,947198223.1963948,135.7446923861949,0.6184291898577613,0.391,0.42105263157894735,0.0,159.5037103876659,0.4003205128205128,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3245,156.826523,28.507435,20.3,49100960413.18377,2.4721253998324713,0.626,0.624,0.442,1,F,-2.1,-23.69,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1278701354.0443325,1278701354.0443325,130.70882791119246,0.6157635467980295,0.374,0.5347368421052632,0.0,154.06884136899527,0.43814102564102564,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3248,156.93927,22.84717,24.6,15384733831.281294,1.8902078653452303,0.511,0.514,0.374,1,F,-2.0,-22.43,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,685316181.9708312,685316181.9708312,83.67300872486092,0.6605019815059445,0.489,0.6063157894736841,0.0,94.07897814907197,0.3592948717948718,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3301,159.233459,21.882166,22.8,33658130270.755707,2.205511394627807,0.603,0.676,0.507,1,F,-0.4,-23.28,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1101264163.2797208,1101264163.2797208,114.57385234650538,0.5966587112171837,0.397,0.46631578947368413,0.0,138.2966673556146,0.3766025641025641,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3377,161.926666,13.98564,10.9,20849228399.99127,1.8749986389576383,0.522,0.564,0.503,1,F,-4.8,-22.76,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,943861355.2045853,943861355.2045853,97.80018814368759,0.639386189258312,0.478,0.4705263157894737,0.0,112.28279410405105,0.378525641025641,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3379,161.956665,12.58163,10.3,54336290609.374855,1.9879785017821843,0.157,0.152,0.104,1,F,-4.8,-23.8,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,2188198678.797831,2188198678.797831,153.33253891556603,0.8680555555555556,0.843,0.8905263157894737,0.0,155.09372189998317,0.8144230769230769,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3384,162.070404,12.6293,11.3,41984596819.98187,1.7727720763604098,0.407,0.456,0.065,1,F,-2.7,-23.52,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,2126200979.6708272,2126200979.6708272,142.72949115564086,0.6868131868131868,0.593,0.9315789473684211,0.0,156.86847690512224,0.6871794871794871,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3400,162.68959,28.468929,24.7,8771825569.145498,2.0336275284612073,0.664,0.764,0.437,1,F,0.7,-21.82,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,337572682.14310133,337572682.14310133,60.91222484823776,0.5668934240362812,0.33599999999999997,0.54,0.0,76.65497961924528,0.1858974358974359,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3412,162.722137,13.412142,11.0,17182643793.0443,1.6480377067194867,0.406,0.375,0.441,1,F,-2.0,-22.55,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1006875632.4812677,1006875632.4812677,94.70144302202785,0.7272727272727273,0.594,0.5357894736842105,0.0,101.14118548339758,0.4698717948717949,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3414,162.817673,27.974968,24.5,64134245071.01458,2.8493155172218994,0.073,0.106,0.194,0,S,-2.0,-23.98,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1257271387.4983802,1257271387.4983802,139.14573431969984,0.9041591320072332,0.927,0.7957894736842105,1.0,139.92527145191136,0.8342948717948718,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3457,163.702591,17.621157,20.1,9355995128.158998,1.3145300433952554,0.104,0.109,0.033,1,F,-5.0,-21.89,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,861725780.4849144,861725780.4849144,78.24469653644739,0.9017132551848512,0.896,0.9652631578947368,0.0,78.70813668765076,0.6435897435897436,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3458,164.006042,57.11697,30.9,29046244381.60826,1.720017788003475,0.461,0.438,0.231,1,F,-2.0,-23.12,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1562587126.5696688,1562587126.5696688,120.52404516274545,0.6954102920723227,0.5389999999999999,0.7568421052631579,0.0,131.57803816776772,0.576602564102564,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3489,165.077454,13.901258,11.7,25768550330.267532,1.269873091472115,0.589,0.687,0.262,1,F,-1.2,-22.99,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,2543252484.2845325,2543252484.2845325,132.1173969404256,0.5927682276229994,0.41100000000000003,0.7242105263157894,0.0,160.29107452439882,0.521474358974359,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3499,165.79628,56.221664,26.4,9270218849.24101,1.1147523222476197,0.318,0.323,0.139,1,F,0.0,-21.88,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1187280533.2899327,1187280533.2899327,84.57674671754988,0.7558578987150416,0.6819999999999999,0.8536842105263158,0.0,88.87921584701573,0.576923076923077,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3522,166.668549,20.085621,25.5,7639940688.171528,1.2650702398933038,0.058,0.08,0.361,0,S,-4.9,-21.67,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,759767723.7346189,759767723.7346189,72.07470093586544,0.9259259259259258,0.942,0.62,1.0,72.30497213256089,0.633974358974359,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3530,167.168411,57.23016,31.2,10353566731.599934,1.12131866911927,0.656,0.741,0.642,1,F,0.0,-22.0,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1310545226.3319898,1310545226.3319898,89.12009529715824,0.5743825387708213,0.344,0.3242105263157894,0.0,110.92072660358411,0.2919871794871795,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3595,168.856461,47.447147,34.7,33658130270.755707,2.3763145855287893,0.51,0.456,0.507,1,F,-3.3,-23.28,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,948641787.4443154,948641787.4443154,110.37944392886949,0.6868131868131868,0.49,0.46631578947368413,0.0,121.31378813559083,0.43237179487179483,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3599,168.862305,18.110369,19.8,12679145539.68894,2.2502960048158664,0.282,0.273,0.08,1,F,-2.0,-22.22,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,398502289.0314365,398502289.0314365,69.61780787536294,0.7855459544383345,0.718,0.9157894736842105,0.0,72.16546503919386,0.5044871794871795,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3605,169.19426,18.017141,20.1,8852990271.82134,1.6548952761971767,0.434,0.415,0.409,1,F,-4.5,-21.83,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,514480698.30849016,514480698.30849016,67.83516887737079,0.7067137809187279,0.5660000000000001,0.5694736842105264,0.0,73.44468968142651,0.35673076923076924,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3607,169.227737,18.051809,22.2,129148684546.11896,4.187235943506184,0.209,0.283,0.185,1,F,-3.1,-24.74,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1172344504.5415895,1172344504.5415895,162.88325968173575,0.779423226812159,0.791,0.8052631578947369,0.0,169.28022342382735,0.7096153846153846,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3608,169.245697,18.148531,22.3,47324930734.03795,3.190651140749056,0.043,0.054,0.19,0,S,-4.8,-23.65,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,739863282.2370505,739863282.2370505,112.9537119980303,0.9487666034155597,0.957,0.8,1.0,113.11827862838007,0.7525641025641026,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3610,169.605316,58.786247,20.8,49100960413.18377,1.5982245365520642,0.53,0.642,0.381,1,F,-4.2,-23.69,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,3059387803.2017,3059387803.2017,162.562837711655,0.6090133982947625,0.47,0.5989473684210527,0.0,193.1807463909595,0.555448717948718,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3613,169.650543,57.999924,28.3,83002273265.44135,3.6087840482214286,0.222,0.202,0.46,1,F,-4.7,-24.26,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1014351159.1712435,1014351159.1712435,140.65647245381362,0.831946755407654,0.778,0.5157894736842105,0.0,143.49745469674346,0.6176282051282052,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3619,169.840088,57.757683,26.8,43963269908.61017,3.417505741778597,0.293,0.285,0.173,1,F,-0.9,-23.57,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,599089368.7818557,599089368.7818557,105.19268543148343,0.7782101167315175,0.7070000000000001,0.8178947368421052,0.0,109.38142617720176,0.5429487179487179,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3626,170.015808,18.356791,19.5,34283881631.795277,2.430015648025251,0.66,0.728,0.591,1,F,-1.0,-23.3,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,924042567.5229123,924042567.5229123,110.16296937679357,0.5787037037037037,0.33999999999999997,0.3778947368421053,0.0,136.26335513794146,0.3,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3630,170.070786,2.96417,25.0,30136303918.712746,1.5258592245341762,0.648,0.639,0.665,1,F,-1.5,-23.16,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,2060066232.9411242,2060066232.9411242,130.34156610197616,0.6101281269066504,0.352,0.29999999999999993,0.0,154.67985722410847,0.4166666666666667,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3640,170.278549,3.234764,26.3,113524601735.12764,3.9403083351565917,0.377,0.37,0.191,1,F,-4.9,-24.6,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1163723230.5513196,1163723230.5513196,157.4254940730014,0.7299270072992701,0.623,0.7989473684210526,0.0,167.85574048192635,0.65,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3641,170.286621,3.194489,25.9,9017579649.404112,1.1718559324481646,0.243,0.331,0.125,1,F,-4.9,-21.85,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1045109204.6066865,1045109204.6066865,81.35852327784903,0.7513148009015778,0.757,0.868421052631579,0.0,85.69957118422464,0.580448717948718,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3648,170.631195,39.876972,31.9,27484635831.99006,2.0387554825079093,0.684,0.711,0.421,1,F,-2.0,-23.06,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1052397565.5164963,1052397565.5164963,107.68559145044507,0.5844535359438925,0.31599999999999995,0.5568421052631579,0.0,132.1298696559569,0.3493589743589744,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3658,170.992706,38.562424,32.7,39363162854.51609,3.0208016618135987,0.546,0.462,0.243,1,F,-2.2,-23.45,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,686539762.6900889,686539762.6900889,105.87149918238293,0.6839945280437757,0.45399999999999996,0.7442105263157894,0.0,116.62426835425623,0.43173076923076925,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3665,171.181793,38.762791,33.1,152436857437.06018,4.959095281128638,0.41,0.463,0.216,1,F,-2.1,-24.92,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,986518453.2668016,986518453.2668016,162.60688952000012,0.683526999316473,0.5900000000000001,0.7726315789473684,0.0,179.19020999961535,0.5907051282051282,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3674,171.61087,57.04829,33.4,32143264867.915268,1.8168577496756884,0.541,0.491,0.568,1,F,-1.9,-23.23,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1549773631.1900623,1549773631.1900623,123.3615182748373,0.670690811535882,0.45899999999999996,0.40210526315789474,0.0,137.42943761916908,0.4615384615384615,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3694,172.225571,35.413857,35.2,14291900598.816486,1.7869694272606438,0.256,0.269,0.268,1,F,-5.0,-22.35,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,712321206.5358227,712321206.5358227,82.9433567586846,0.7880220646178092,0.744,0.7178947368421053,0.0,85.89188085693834,0.503525641025641,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3757,174.261765,58.415649,22.6,11887485138.296074,0.976523947437648,0.126,0.119,0.153,1,F,-2.0,-22.15,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1984012127.9188802,1984012127.9188802,102.328997552725,0.8936550491510277,0.874,0.8389473684210527,0.0,103.05099096820855,0.728525641025641,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3796,175.129776,60.298958,22.7,8934905982.244528,1.2635729381125855,0.171,0.164,0.361,0,S,0.0,-21.84,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,890654951.1743377,890654951.1743377,77.99019579434419,0.859106529209622,0.829,0.62,1.0,79.03204900782126,0.6224358974358974,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3838,176.057205,57.948101,23.5,16714369046.832329,1.249229758289814,0.676,0.743,0.605,1,F,0.0,-22.52,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1704611744.531134,1704611744.531134,107.28006008940537,0.5737234652897304,0.32399999999999995,0.3631578947368421,0.0,133.6508491105009,0.3426282051282051,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3941,178.230667,36.986378,11.9,27484635831.99006,1.449176958522483,0.468,0.439,0.251,1,F,-2.0,-23.06,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,2082894523.5170522,2082894523.5170522,127.7260432230594,0.6949270326615705,0.532,0.7357894736842105,0.0,139.49186842332392,0.5980769230769231,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3945,178.30719,60.67556,23.2,86914049889.36552,3.170023222812175,0.524,0.717,0.09,1,F,-1.2,-24.31,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1376528574.6066303,1376528574.6066303,153.57090613020017,0.5824111822947,0.476,0.9052631578947369,0.0,188.96642590015003,0.5772435897435897,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC3998,179.484039,55.453564,13.7,35244389080.52428,1.3252414958947787,0.454,0.415,0.17,1,F,-2.1,-23.33,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,3193890823.2777967,3193890823.2777967,151.24905004917142,0.7067137809187279,0.546,0.8210526315789474,0.0,163.75634835601653,0.6769230769230771,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4026,179.85495,50.961689,13.2,26735603202.0892,1.3066172578788349,0.548,0.54,0.556,1,F,-1.8,-23.03,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,2492374725.119545,2492374725.119545,132.6679363172229,0.6493506493506493,0.45199999999999996,0.41473684210526307,0.0,150.7752272806375,0.5025641025641026,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4036,180.362045,61.895699,24.6,94425650852.13858,3.4396128755200595,0.685,0.818,0.555,1,F,-2.6,-24.4,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1270255215.3208356,1270255215.3208356,153.66868882652787,0.5500550055005501,0.31499999999999995,0.4157894736842105,0.0,198.53162008634396,0.39134615384615384,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4078,181.198456,10.595537,38.1,25768550330.267532,1.5363827929610825,0.523,0.575,0.561,1,F,-2.0,-22.99,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1737445735.883896,1737445735.883896,120.11312090121609,0.6349206349206349,0.477,0.4094736842105262,0.0,138.5537519770973,0.45865384615384613,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4111,181.763031,43.065392,14.6,33349550677.62691,0.8509956000976525,0.619,0.72,0.582,1,F,-1.4,-23.27,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,7329181712.886301,7329181712.886301,183.6016210503902,0.5813953488372093,0.381,0.3873684210526316,0.0,226.24011292239828,0.48012820512820514,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4119,182.040176,10.37872,16.5,17992436846.686337,3.1846257552821395,0.701,0.895,0.598,1,F,-1.3,-22.6,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,282353589.0187544,282353589.0187544,69.71254970129759,0.5277044854881267,0.29900000000000004,0.3705263157894737,0.0,93.55582606185517,0.1294871794871795,rotation-contaminated pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4143,182.40036,42.534218,15.5,28516090674.09963,1.8446167887483558,0.538,0.504,0.39,1,F,-1.9,-23.1,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1333821779.396974,1333821779.396974,115.31534167884412,0.6648936170212766,0.46199999999999997,0.5894736842105263,0.0,129.13341282290253,0.4810897435897436,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4150,182.640228,30.401487,13.4,7500496055.407065,1.029625422586426,0.513,0.514,0.328,1,F,-2.1,-21.65,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1126034259.6744435,1126034259.6744435,79.15904389803774,0.6605019815059445,0.487,0.6547368421052631,0.0,89.00363539780552,0.4173076923076923,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4168,183.071808,13.205354,30.9,67156798921.551994,4.524107733276236,0.04,0.047,0.129,0,S,-4.8,-24.03,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,522208867.30824035,522208867.30824035,112.99876566560894,0.9551098376313276,0.96,0.8642105263157894,1.0,113.12350395356782,0.7564102564102564,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4179,183.217087,1.299673,16.5,30696579639.382404,1.596093772428018,0.587,0.589,0.591,1,F,-1.9,-23.18,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1917755833.4403732,1917755833.4403732,128.62072910920935,0.6293266205160478,0.41300000000000003,0.3778947368421053,0.0,149.27326400080796,0.44647435897435894,mixed pressure proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4191,183.459915,7.200842,39.2,28516090674.09963,2.1820290385027907,0.107,0.105,0.269,0,S,-1.8,-23.1,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,953211046.9910467,953211046.9910467,106.02539661527986,0.9049773755656109,0.893,0.7168421052631578,1.0,106.6082595020071,0.7201923076923077,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
NGC4203,183.770935,33.197243,14.7,39002279208.27112,2.1032543394175387,0.305,0.281,0.154,1,F,-2.7,-23.44,ATLAS3D early-type lambda_R/Vsigma fast-slow catalog; pressure extension proxy,1403222472.889296,1403222472.889296,126.29735979356798,0.7806401249024199,0.6950000000000001,0.8378947368421052,0.0,131.18891654823844,0.6701923076923078,pressure-dominated spheroid proxy,pressure-supported spheroid proxy,"ATLAS3D pressure-channel proxy with separate observable mapping; not v_flat, not A_gov_inferred, not direct lensing/X-ray/dynamical-excess validation."
