galaxy_name,T,Vflat,e_Vflat,RHI,SBeff,SBdisk,M_baryon_Msun,M_star_Msun,M_gas_Msun,Rdisk_kpc,f_star,f_gas,Sigma_baryon_Msun_kpc2,log10_Sigma_b,A_gov_star_sigma,A_gov,maturity_class,A_gov_star_sigma_gas,v_newton_km_s,v_bdvr_full_km_s,A_implied,distance_to_half_activation,log10_velocity_error_full_bdvr,claim_boundary,stellar_to_gas_ratio,RHI_over_Rdisk,v_bdvr_full_source_km_s,v_full_normalization,btfr_v2_km2_s2,A_inferred,A_gov_inferred,alpha_BTFR,btfr_offset_dex,A_inferred_bin,clipped_low_activation,clipped_high_activation,A_star,A_sigma,A_gas,A_HI,A_pred_final,best_model_variant,A_pred_current,A_gov_pred,A_class,v_governor_pred_km_s,log10_velocity_residual_pred_minus_obs,abs_log10_velocity_residual,juvenile_candidate,mature_falsifier_candidate,asymmetry_index,warp_index,lopsidedness_index,approach_recede_mismatch_km_s,non_circular_motion_index,S_HI_disturbance,j_star,j_gas,j_bar,lambda_R,m24_external_j_source,m24_external_j_quality_flag,angular_residual_abs,measurement_contamination_flag,taxonomy_stage,boundary_stage,quarantine_flag,R_res_scalar,J_set_hi_disturbance,J_set_angular_residual_side_channel,J_set_independent,Q_branch,A_reservoir_settling_nonleaky,A_hi_disturbance_crossmatch_only,A_angular_sidechannel,uses_sfr_depletion_observable,uses_kinematic_settling_observable,A_oof_scalar_plus_sparse_hi,A_oof_with_velocity_angular_sidechannel
NGC3109,9.0,66.2,2.6,6.0,11.4,140.87,731410000.0,97000000.0,634410000.0,1.56,0.1326205548187747,0.8673794451812253,47833463.562969744,7.679731828746212,0.004716651573281,0.0001894390324243,juvenile,0.0001894390324243,36.66567030775728,68.97353913109752,1.0,0.5,-0.049153405545554,diagnostic_governor_hypothesis_not_accepted_model,0.1528979681909175,3.846153846153846,59.11593785206482,vN2_plus_sqrt_GMbar_a0_Qeff1,3412.977721151888,0.8901519051983414,0.8901519051983414,1.284051745442076,0.0542912627648367,high,False,False,0.236169804239754,0.381998858298391,0.281095195835566,0.9747620888204636,0.0247194320162151,product_star_sigma_gas_hi,0.0247194320162151,0.0247194320162151,low,37.79865407482156,-0.2433816535782626,0.2433816535782626,True,False,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0620369933235158,False,juvenile_forming,True,False,0.10085994139121263,,0.6391852441660345,0.5,1.0,0.19434684659290904,,0.27970709845026287,False,False,0.5742425355398174,0.6245355616385456
NGC3198,5.0,150.1,3.9,35.66,178.99,1602.62,33595270000.0,19139500000.0,14455770000.000002,3.14,0.569708176180754,0.430291823819246,542299209.4006718,8.734238971292958,0.7672280508700658,0.5892351621089128,mature,0.5892351621089128,152.08838113024217,215.0854512737568,0.0,0.5,0.0168683320086505,diagnostic_governor_hypothesis_not_accepted_model,1.324004186563566,11.35668789808917,156.04470059288224,vN2_plus_sqrt_GMbar_a0_Qeff1,23130.8756748178,0.0,0.0,0.9740232197317132,-0.0057153449276559,low,True,False,0.9607243109305597,0.97672796809463,0.9280867988483712,0.0207003331115004,0.0180276174541209,product_star_sigma_gas_hi,0.0180276174541209,0.0180276174541209,low,153.45315328419372,0.0095951248638005,0.0095951248638005,True,True,0.2632006782747683,0.0177401744482523,0.0069167198712571,155.76663849422062,0.0459411046532255,0.4,,,,,,blocked_no_local_external_measurement_found,0.01445012400904,False,true_falsifier_candidate,True,False,0.4069441422987492,1.0,0.9182101786444989,1.0,1.0,0.977789346340796,0.993129846708146,0.7070472414170095,False,True,0.31886699538595675,0.38830269251055005
NGC3521,4.0,213.7,15.9,18.85,2232.7,2112.66,47942820000.0,42418000000.0,5524820000.0,2.4,0.8847623064308691,0.1152376935691309,1324711248.049476,9.122121223899192,0.9835536347597388,0.970991406509063,mature,0.970991406509063,166.22923152259304,235.08363368210829,1.0,0.5,-0.0877569299257024,diagnostic_governor_hypothesis_not_accepted_model,7.677716197088774,7.854166666666668,174.60134796360407,vN2_plus_sqrt_GMbar_a0_Qeff1,27632.15741259184,0.6527008484393424,0.6527008484393424,1.6527008484393422,0.1090971250223889,transition,False,False,0.998252156326254,0.9949759635514042,0.993806846443295,0.4123723812613762,0.4070468527669306,product_star_sigma_gas_hi,0.4070468527669306,0.4070468527669306,transition,197.17946171583836,-0.034942845473688,0.034942845473688,True,False,0.2941710343504076,0.0049582884978651,0.0271981882355743,184.9949667698778,0.0792827378431701,0.55,,,,,,blocked_no_local_external_measurement_found,0.0399043901012992,False,mature_or_control,False,False,0.8488074874521878,0.5384615384615383,0.7689594498004919,0.5384615384615383,1.0,0.7641167731680232,0.7346356670798532,0.8160787838545719,False,True,0.2800099315930376,0.2852112423961588
NGC3741,10.0,50.1,2.1,4.2,42.94,143.49,256060000.0,14000000.0,242060000.0,0.2,0.0546746856205576,0.9453253143794424,1018830368.2027694,9.008101881468578,0.0084791342839517,0.0001596685608424,juvenile,0.0001596685608424,44.93781360356508,63.55166546155591,1.0,0.5,-0.0288969924375985,diagnostic_governor_hypothesis_not_accepted_model,0.0578368999421631,21.0,46.87494092727479,vN2_plus_sqrt_GMbar_a0_Qeff1,2019.4070914687588,0.2429440357042695,0.2429440357042695,1.2429440357042696,0.0472257873570314,low,False,False,0.1241990690112416,0.9920956597451532,0.1732735201783544,1.3709572068578448e-06,2.9270354848709123e-08,product_star_sigma_gas_hi,2.9270354848709123e-08,2.9270354848709123e-08,low,44.93781426123795,-0.0472257810010546,0.0472257810010546,True,False,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0048692666140632,False,juvenile_forming,True,False,0.03654989989012703,,0.9743874003317365,0.5,1.0,0.10652892071393856,,0.4595666880116783,False,False,0.0,0.0
NGC3893,5.0,174.0,8.9,20.84,1573.37,2055.09,36975170000.0,29262500000.0,7712670000.000001,2.38,0.7914094783066582,0.2085905216933418,1038906340.8592528,9.01657639694944,0.9670717469365128,0.9362629106451356,mature,0.9362629106451356,155.77725548258672,220.30230741273272,1.0,0.5,-0.0294917803645679,diagnostic_governor_hypothesis_not_accepted_model,3.794081686368015,8.756302521008404,162.57638703501456,vN2_plus_sqrt_GMbar_a0_Qeff1,24266.55332568709,0.2476431899354932,0.2476431899354932,1.2476431899354932,0.0480452002059045,low,False,False,0.9955663772979844,0.9923570975559668,0.9870199389539476,0.2216110492626562,0.2161003833140365,product_star_sigma_gas_hi,0.2161003833140365,0.2161003833140365,low,171.78639294507173,-0.0055604875237332,0.0055604875237332,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0053173336706535,False,mature_or_control,False,False,0.7340372059692868,,0.9717601654892664,0.5,1.0,0.6592339119635816,,0.8957277056668839,False,False,0.2979801751911352,0.16837445545125745
NGC3917,6.0,135.9,4.1,14.08,112.94,1226.96,13494040000.0,10983000000.0,2511040000.0,2.63,0.8139148839043014,0.1860851160956985,310492152.3051884,8.492050627850366,0.8664234144955778,0.8442412307403525,transition,0.8442412307403525,121.0770975444322,171.22887344010618,1.0,0.5,-0.0449474661134458,diagnostic_governor_hypothesis_not_accepted_model,4.373884924174844,5.353612167300381,122.53833940050562,vN2_plus_sqrt_GMbar_a0_Qeff1,14659.66354978395,0.259838599793253,0.259838599793253,1.259838599793253,0.0501574552139444,low,False,False,0.9964567058212062,0.940933164957163,0.9891353746443752,0.8953307507576069,0.8303409283853308,product_star_sigma_gas_hi,0.8303409283853308,0.8303409283853308,high,163.80531795863084,0.0811085403414651,0.0811085403414651,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0480730765220851,False,mature_or_control,False,False,0.7000901237205341,,0.721062472626548,0.5,1.0,0.6343728065854775,,0.7096391115292678,False,False,0.4583227195362957,0.4747885737393038
NGC3953,4.0,220.8,6.1,17.38,587.26,1999.08,74417060000.0,70650500000.0,3766560000.0,4.89,0.9493857994389996,0.0506142005610004,495307520.0156466,8.69487492171657,0.9392126224226588,0.9328881456185544,mature,0.9328881456185544,185.5430239167322,262.3974608267582,1.0,0.5,-0.0654020165617473,diagnostic_governor_hypothesis_not_accepted_model,18.75730109171233,3.554192229038855,189.93152377499064,vN2_plus_sqrt_GMbar_a0_Qeff1,34426.21372416507,0.4161487635736917,0.4161487635736917,1.4161487635736911,0.0755544387551291,transition,False,False,0.9990833410495784,0.972867079293854,0.99629767984234,0.981031181982602,0.9500077663311292,product_star_sigma_gas_hi,0.9500077663311292,0.9500077663311292,high,259.09724839815874,0.0694637317640881,0.0694637317640881,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0047284492708303,False,mature_or_control,False,False,0.9076822416851298,,0.975213080830055,0.5,1.0,0.8154286170855269,,0.9483221388884803,False,False,0.48724055857063464,0.33791439984230753
NGC3972,4.0,132.7,2.9,10.05,164.75,1587.93,8791120000.0,7176500000.0,1614620000.0,2.18,0.8163351199847119,0.1836648800152881,294409183.42606324,8.468951352707107,0.8565702562675243,0.8351516055346992,transition,0.8351516055346992,107.53140953223658,152.9557642680969,1.0,0.5,-0.0811955103549944,diagnostic_governor_hypothesis_not_accepted_model,4.444699062318069,4.610091743119266,110.07163373065706,vN2_plus_sqrt_GMbar_a0_Qeff1,11832.461786848053,0.51099137888034,0.51099137888034,1.4882186240882662,0.086333367574277,transition,False,False,0.9965411394194088,0.9355837906967092,0.9893414903563372,0.947345305405929,0.8738410668508108,product_star_sigma_gas_hi,0.8738410668508108,0.8738410668508108,high,147.99559137785263,0.0473778555792475,0.0473778555792475,False,False,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0156482749071984,False,mature_or_control,False,False,0.7159192898612476,,0.9111848378168714,0.5,1.0,0.6458395139205345,,0.8257865065983404,False,False,0.47468493400369427,0.37878238740436415
NGC3992,4.0,241.0,5.2,32.75,360.44,3257.09,135542670000.0,113466000000.0,22076670000.0,4.96,0.8371238370913012,0.1628761629086988,876865160.411256,8.94293281504035,0.968205976921058,0.9484473943989468,mature,0.9484473943989468,215.54875181595327,304.83196817071354,1.0,0.5,-0.0318697783494541,diagnostic_governor_hypothesis_not_accepted_model,5.139633830645654,6.602822580645161,223.94803916797213,vN2_plus_sqrt_GMbar_a0_Qeff1,46461.26440941547,0.2500951219965033,0.2500951219965033,1.2500951219965029,0.0484715302586026,low,False,False,0.9971885468206946,0.989765779372022,0.990959782319198,0.7103691162454422,0.6947840136246816,product_star_sigma_gas_hi,0.6947840136246816,0.6947840136246816,transition,280.60970791094644,0.066085649132528,0.066085649132528,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0187429987043277,False,mature_or_control,False,False,0.800943856837735,,0.8930389686482881,0.5,1.0,0.7119620900076313,,0.8482172674280333,False,False,0.36433512419263864,0.2653919631807911
NGC4088,4.0,171.7,6.9,22.25,457.96,3988.69,64583580000.0,53643000000.0,10940580000.000002,2.58,0.8305981179736397,0.1694018820263602,1544197464.030238,9.188702834895674,0.9812706422552968,0.9599244494019148,mature,0.9599244494019148,179.08410137546545,253.26316497058147,0.0,0.5,0.0413629549972447,diagnostic_governor_hypothesis_not_accepted_model,4.9031221379488095,8.624031007751938,188.85707111522893,vN2_plus_sqrt_GMbar_a0_Qeff1,32071.115365457976,0.0,0.0,0.9192349459648738,-0.0182867368556962,low,True,False,0.996999529474258,0.9961461116269068,0.9904799068230438,0.2452643387600653,0.2412670832203849,product_star_sigma_gas_hi,0.2412670832203849,0.2412670832203849,low,199.5214771028585,0.0652193561662437,0.0652193561662437,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0689284569414336,False,true_falsifier_candidate,True,False,0.806478224700499,,0.5987772448134632,0.5,1.0,0.7166158362037244,,0.7241568422711748,False,False,0.2660016241510389,0.35916681934505573
NGC4100,4.0,158.2,5.0,18.06,388.0,8970.78,33822660000.0,29697000000.0,4125660000.0,2.15,0.8780208298223735,0.1219791701776264,1164530779.343758,9.066150971722134,0.9803731401588603,0.9669902093805316,mature,0.9669902093805316,152.34508350757056,215.448483257268,0.8177501196863841,0.3177501196863841,0.0034877148691013,diagnostic_governor_hypothesis_not_accepted_model,7.198121027908262,8.4,159.47558136266554,vN2_plus_sqrt_GMbar_a0_Qeff1,23209.024468928645,0.0783408856113494,0.0783408856113494,1.0783408856113497,0.016378035962242,low,False,False,0.9981304912005956,0.9937232342202288,0.9934659098532896,0.2890504973749959,0.2848258860629317,product_star_sigma_gas_hi,0.2848258860629317,0.2848258860629317,low,172.68339650339146,0.0380441030288145,0.0380441030288145,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0591344453928779,False,mature_or_control,False,False,0.8231067744139786,,0.6562042928623202,0.5,1.0,0.7309407438508835,,0.7570434160456722,False,False,0.2700058663305174,0.33263861758804764
NGC4157,3.0,184.7,7.2,24.09,848.85,23813.87,63750580000.0,52810000000.0,10940580000.000002,2.32,0.828384620186985,0.171615379813015,1885073560.488876,9.275328302176332,0.9834577171123544,0.9615957611872692,mature,0.9615957611872692,178.5038297850085,252.4425370174974,0.5718244830760092,0.0718244830760092,0.0104698733530509,diagnostic_governor_hypothesis_not_accepted_model,4.826983578567132,10.383620689655173,189.20681224890043,vN2_plus_sqrt_GMbar_a0_Qeff1,31863.617247915263,0.0706282885139775,0.0706282885139775,1.0706282885139782,0.0148193571396292,low,False,False,0.9969325796160862,0.9972716147349948,0.990311471566762,0.0529692157617288,0.0521524361099908,product_star_sigma_gas_hi,0.0521524361099908,0.0521524361099908,low,183.09937878286317,-0.0037800246045867,0.0037800246045867,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0301682824554045,False,mature_or_control,False,False,0.7863751036293203,,0.8260469791359143,0.5,1.0,0.6999559200486122,,0.8049943317775035,False,False,0.1981002192674271,0.1803122868139667
NGC4183,6.0,110.6,5.4,16.07,86.46,1098.58,10081980000.0,5419000000.0,4662980000.0,2.79,0.5374936272438549,0.4625063727561451,206137761.9960721,8.314157556671503,0.5766414363946896,0.4069772613326878,transition,0.4069772613326878,101.79168311342814,151.76621927532506,0.715886460984727,0.2158864609847269,0.0127956913663572,diagnostic_governor_hypothesis_not_accepted_model,1.1621323702868125,5.759856630824372,113.90710608157768,vN2_plus_sqrt_GMbar_a0_Qeff1,12671.43856206148,0.1476401625413454,0.1476401625413454,0.9653489570334904,-0.0076578341470746,low,False,False,0.9465934485901354,0.8866158538253548,0.9088728165858916,0.8507052751029932,0.6489051595116168,product_star_sigma_gas_hi,0.6489051595116168,0.6489051595116168,transition,136.32354386686373,0.0908157405201012,0.0908157405201012,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0430288806780279,False,mature_or_control,False,False,0.427755707062667,,0.7506390435411732,0.5,1.0,0.4528507725381017,,0.5831828146632069,False,False,0.4650770535679108,0.4689959560735577
NGC4217,3.0,181.3,7.2,16.7,483.98,4373.51,46056960000.0,42649500000.0,3407460000.0,2.94,0.9260163936134734,0.0739836063865266,848048596.3933667,8.928420739686862,0.9729769719820344,0.964714955051288,mature,0.964714955051288,164.56986786479803,232.73693909234555,1.0,0.5,-0.0258297151979788,diagnostic_governor_hypothesis_not_accepted_model,12.516507897378103,5.680272108843537,170.83155295949967,vN2_plus_sqrt_GMbar_a0_Qeff1,27083.241409037084,0.2136542116052663,0.2136542116052663,1.2136542116052664,0.0420474836566353,low,False,False,0.9988423026666025,0.9891607490118988,0.995539976074097,0.8605334729318855,0.846428492040879,product_star_sigma_gas_hi,0.846428492040879,0.846428492040879,high,223.62305023066705,0.0911187628829222,0.0911187628829222,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0519707190996565,False,mature_or_control,False,False,0.8871768890909796,,0.6982087005567701,0.5,1.0,0.7925631234888603,,0.8193092800850845,False,False,0.3914728194355327,0.41872136089288825
NGC4559,6.0,121.2,5.1,21.16,211.27,1602.62,17417130000.0,9688500000.0,7728630000.000001,2.1,0.5562627137766096,0.4437372862233905,628576492.9646575,8.798358135563797,0.7508168964461055,0.5580013170487282,mature,0.5580013170487282,129.0537568121273,182.50957315890963,0.0,0.5,0.040073097443875,diagnostic_governor_hypothesis_not_accepted_model,1.253585693712857,10.076190476190476,132.9155269122843,vN2_plus_sqrt_GMbar_a0_Qeff1,16654.87214732369,0.0,0.0,0.881990559282707,-0.0272680317387209,low,True,False,0.9553245562239308,0.9818974230073736,0.92056888836904,0.0706865695214578,0.0610394006103229,product_star_sigma_gas_hi,0.0610394006103229,0.0610394006103229,low,132.9341023230604,0.0401337873792755,0.0401337873792755,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.046321993048576,False,true_falsifier_candidate,True,False,0.46059881250145535,,0.7313299257811845,0.5,1.0,0.47435853105651005,,0.5899499647816028,False,False,0.29204439536840304,0.3163334464769126
NGC5005,4.0,262.2,20.7,10.41,1789.91,96.57,91062400000.0,89360000000.0,1702400000.0000002,9.45,0.9813051270337704,0.0186948729662297,162291437.41565397,8.210295606818034,0.6975266560201642,0.6941068812716185,transition,0.6941068812716185,166.22453362305092,256.3451607495039,1.0,0.5,-0.1231335538645636,diagnostic_governor_hypothesis_not_accepted_model,52.49060150375939,1.1015873015873017,197.46909394740845,vN2_plus_sqrt_GMbar_a0_Qeff1,38082.24586148822,1.0,1.0,1.8052727312893135,0.1282714110838463,high,False,True,0.9993336648778444,0.8376957662873012,0.9971296333659292,0.9983385681894884,0.8333478336336348,product_star_sigma_gas_hi,0.8333478336336348,0.8333478336336348,high,243.6521140207395,-0.0318625035121517,0.0318625035121517,False,False,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0344795601294394,False,mature_or_control,False,False,0.9317646839172369,,0.8007678635343733,0.5,1.0,0.8454271796532425,,0.8873306353216396,False,False,0.6006244339495086,0.5585009337765724
NGC5033,5.0,194.2,3.6,29.53,2036.24,614.94,70302120000.0,55254500000.0,15047620000.0,5.16,0.7859578061088343,0.2140421938911657,420232028.8684417,8.62348914999931,0.9076090039780254,0.8771288482550982,mature,0.8771288482550982,182.92312352785737,258.69236216474485,1.0,0.5,-0.0176114183698866,diagnostic_governor_hypothesis_not_accepted_model,3.6719760334192384,5.722868217054264,186.48238168643863,vN2_plus_sqrt_GMbar_a0_Qeff1,33460.86912118776,0.1270968444785353,0.1270968444785353,1.1270968444785356,0.0259806169474733,low,False,False,0.9953191236254868,0.9642209036674756,0.986449149286074,0.8553423377623812,0.8097548592647995,product_star_sigma_gas_hi,0.8097548592647995,0.8097548592647995,high,246.08122741747903,0.1028292587526536,0.1028292587526536,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0109383785177659,False,mature_or_control,False,False,0.7034866807004997,,0.9388012486124013,0.5,1.0,0.6368161748112244,,0.8460422252908437,False,False,0.440177687775183,0.3233218528391359
NGC5055,4.0,179.0,4.9,35.06,1383.02,3348.34,92051260000.0,76461000000.0,15590260000.0,3.2,0.830635017923709,0.1693649820762909,1430704399.105193,9.15554991251676,0.9800886568305116,0.9587758711914368,mature,0.9587758711914368,195.67436701535524,276.725343641886,0.0,0.5,0.0608957261049272,diagnostic_governor_hypothesis_not_accepted_model,4.904408265160427,10.95625,205.94381667369177,vN2_plus_sqrt_GMbar_a0_Qeff1,38288.457906859934,0.0,0.0,0.836831822215002,-0.0386809066203296,low,True,False,0.997000633121933,0.995602008594724,0.9904826899931712,0.0305830166280091,0.0300682677679273,product_star_sigma_gas_hi,0.0300682677679273,0.0300682677679273,low,198.59437432018163,0.0451139108818527,0.0451139108818527,True,True,0.4108888983335056,0.1968632146950233,0.0414003805977517,191.47602887519025,0.0313025273129238,0.725,,,,,,blocked_no_local_external_measurement_found,0.0812325839862033,False,true_falsifier_candidate,True,False,0.7460679463182072,0.0,0.5266321700914073,0.0,1.0,0.034590177452564604,0.010070239653743679,0.6549220282604484,False,True,0.2473378078211521,0.30224852638945365
NGC5371,4.0,209.5,3.9,30.03,560.83,1395.82,185065900000.0,170196500000.0,14869400000.0,7.44,0.919653485596212,0.080346514403788,532109072.9916469,8.726000664142939,0.9446736618594628,0.9361297477426864,mature,0.9361297477426864,233.00117123781155,329.51341641332897,0.0,0.5,0.0571167327618996,diagnostic_governor_hypothesis_not_accepted_model,11.446090629077164,4.036290322580645,238.9465476170606,vN2_plus_sqrt_GMbar_a0_Qeff1,54289.545798191975,0.0,0.0,0.8084475446368847,-0.0461740768174391,low,True,False,0.99876633921062,0.9759670414716431,0.9953081614786126,0.9696373728586029,0.9407320934363798,product_star_sigma_gas_hi,0.9407320934363798,0.9407320934363798,high,324.5943065869075,0.1901568706907514,0.1901568706907514,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.1079036650332194,False,true_falsifier_candidate,True,False,0.8753045311026545,,0.370246663988158,0.5,1.0,0.7801693054389504,,0.6969386430452309,False,False,0.4730501266607899,0.7410310276085775
NGC5585,7.0,90.3,2.4,10.92,90.54,297.05,3709890000.000001,1471500000.0,2238390000.0000005,1.53,0.3966424880522063,0.6033575119477936,252230907.69669443,8.401798302775038,0.2875431003036353,0.1062999209968243,transition,0.1062999209968243,83.3827630566897,120.99285824322882,1.0,0.5,-0.0076831316805849,diagnostic_governor_hypothesis_not_accepted_model,0.6573921434602548,7.137254901960784,88.71654468107285,vN2_plus_sqrt_GMbar_a0_Qeff1,7686.58657089801,0.1562988738825308,0.1562988738825308,1.060820680908219,0.0128209888998675,low,False,False,0.8125133772009399,0.9173741797399884,0.763712099191358,0.5897047820849542,0.3356922793457647,product_star_sigma_gas_hi,0.3356922793457647,0.3356922793457647,transition,97.63714939172156,0.033927340981445,0.033927340981445,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0112797699924134,False,juvenile_forming,True,False,0.3278858484909851,,0.9367995045343128,0.5,1.0,0.38543414694256745,,0.6939181036407324,False,False,0.41168630016078683,0.2953173484821342
NGC5907,5.0,215.0,2.9,0.0,449.6,8646.29,115675750000.0,87712500000.0,27963250000.0,5.34,0.7582617791542307,0.2417382208457693,645624409.3886259,8.809979941575211,0.939072082038166,0.8979125756842532,mature,0.8979125756842532,207.17487439754785,292.9895171559546,1.0,0.5,-0.0029942886341289,diagnostic_governor_hypothesis_not_accepted_model,3.136706212618347,,213.52275840974343,vN2_plus_sqrt_GMbar_a0_Qeff1,42921.42858163971,0.0769678812548523,0.0769678812548523,1.0769678812548529,0.0161013756964449,low,False,False,0.9938346000859918,0.9827054798775136,0.9831447508549248,0.8088254600269593,0.776622142287942,product_star_sigma_gas_hi,0.776622142287942,0.776622142287942,high,276.1433692790244,0.1086961595430448,0.1086961595430448,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0017233270672423,False,mature_or_control,False,False,0.7250508328452738,,0.992833572323511,0.5,1.0,0.6525520635584234,,0.9400448402300998,False,False,0.34132301477997257,0.22179468873235178
NGC5985,3.0,293.6,8.6,39.5,288.95,1461.61,119773380000.0,104364000000.0,15409380000.0,7.01,0.8713455360448207,0.1286544639551793,387921991.97445583,8.58874440120979,0.907547927220036,0.8943163757546183,mature,0.8943163757546183,208.9857045175817,295.55041767086027,1.0,0.5,-0.140121972245043,diagnostic_governor_hypothesis_not_accepted_model,6.772757891621857,5.634807417974322,212.634670730654,vN2_plus_sqrt_GMbar_a0_Qeff1,43675.02469270998,0.973690011774355,0.973690011774355,1.9736900117743557,0.1476394716471765,high,False,False,0.9980016944156072,0.959104405894498,0.9931099585344726,0.8659010385324406,0.8231192567363417,product_star_sigma_gas_hi,0.8231192567363417,0.8231192567363417,high,282.1786288075601,-0.0172319324791732,0.0172319324791732,False,False,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.1001583032874608,False,mature_or_control,False,False,0.7720723431585685,,0.4156614829236176,0.5,1.0,0.6884820918280169,,0.6266222644660133,False,False,0.43316228648907895,0.5957184109117867
NGC6195,3.0,251.7,9.3,40.89,686.8,174.11,223344310000.0,195538000000.0,27806310000.0,13.94,0.8755002533979934,0.1244997466020065,182923489.21051624,8.262269476824219,0.7361366155553327,0.7258348024425874,transition,0.7258348024425874,214.33719395775708,324.9320232020892,1.0,0.5,-0.0079751319309507,diagnostic_governor_hypothesis_not_accepted_model,7.032144862083462,2.9332855093256818,247.1201071591818,vN2_plus_sqrt_GMbar_a0_Qeff1,59640.38698851784,0.2919574832682947,0.2919574832682947,1.0622481375279624,0.0131129891502334,low,False,False,0.9980828613915418,0.8640188023917323,0.993333702321614,0.9897148370384236,0.8478031839847678,product_star_sigma_gas_hi,0.8478031839847678,0.8478031839847678,high,310.65051536515165,0.0913888628902476,0.0913888628902476,False,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0272317332666092,False,mature_or_control,False,False,0.7612684909408202,,0.8432653937280074,0.5,1.0,0.6799996682998747,,0.8013945352898287,False,False,0.6096188804147874,0.5521694254798982
NGC6503,6.0,116.3,2.4,14.05,774.16,398.87,8742020000.0,6422500000.0,2319520000.0000005,2.16,0.7346700190573804,0.2653299809426197,298211525.9791258,8.474524425074039,0.842022188725818,0.795835470234244,transition,0.795835470234244,107.72599238978094,152.98451468371306,1.0,0.5,-0.0245124053541111,diagnostic_governor_hypothesis_not_accepted_model,2.76889183969097,6.50462962962963,109.91761826701814,vN2_plus_sqrt_GMbar_a0_Qeff1,11799.372296648076,0.1627883683424848,0.1627883683424848,1.146305893224704,0.0296502625733937,low,False,False,0.992206956162272,0.9369143002253144,0.9797146052301444,0.7301473650864893,0.6649855983307146,product_star_sigma_gas_hi,0.6649855983307146,0.6649855983307146,transition,139.46792492532654,0.0788946245683328,0.0788946245683328,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0562157725239429,False,mature_or_control,False,False,0.5942164822562455,,0.6733178899060097,0.5,1.0,0.5616658372767274,,0.6307036456241184,False,False,0.4711825681455316,0.5209177202630814
NGC6674,3.0,241.3,4.9,50.02,560.83,1370.35,150106450000.0,107327000000.0,42779450000.00001,6.04,0.7150059174672374,0.2849940825327626,654855694.5823767,8.816145608463174,0.9247403868674138,0.8637210573270883,mature,0.8637210573270883,221.11914261914083,312.70969039229965,1.0,0.5,-0.0246633774727682,diagnostic_governor_hypothesis_not_accepted_model,2.5088447841194776,8.281456953642385,227.9785275983578,vN2_plus_sqrt_GMbar_a0_Qeff1,48893.67523262394,0.190863434237182,0.190863434237182,1.190863434237182,0.0379309801713472,low,False,False,0.9905295115398338,0.9831196802938188,0.9763405154035752,0.314005964174416,0.2985472107610569,product_star_sigma_gas_hi,0.2985472107610569,0.2985472107610569,low,251.97370020932897,0.0187978916901323,0.0187978916901323,True,True,,,,,,,,,,,,blocked_no_local_external_measurement_found,0.0394532850367257,False,mature_or_control,False,False,0.632779729209635,,0.7716044979597588,0.5,1.0,0.5875155823164558,,0.6999616574806138,False,False,0.33841065270146325,0.33065561751193157
NGC6946,6.0,158.9,10.9,21.25,571.26,2232.7,40627600000.0,33086500000.0,7541100000.0,2.44,0.8143848024495663,0.1856151975504337,1086079576.3840787,9.0358616469088,0.9721135048256384,0.9473391476584626,mature,0.9473391476584626,159.48938934178565,225.55205746175625,0.0,0.5,0.0206722651449263,diagnostic_governor_hypothesis_not_accepted_model,4.387489888743022,8.709016393442623,166.6464867800681,vN2_plus_sqrt_GMbar_a0_Qeff1,25436.865312615697,0.0,0.0,0.9926227029034655,-0.0016078980002648,low,True,False,0.9964732587721667,0.9929204948753048,0.9891757006020294,0.2298751350700823,0.2249808536298529,product_star_sigma_gas_hi,0.2249808536298529,0.2249808536298529,low,176.52102703166997,0.0456725483799748,0.0456725483799748,True,True,0.4575214466194032,0.0976303426092762,0.0497457662101242,105.85005676423042,0.0397905124503835,0.7,,,,,,blocked_no_local_external_measurement_found,0.058596687186907,False,true_falsifier_candidate,True,False,0.757701579515667,0.07692307692307698,0.6593574304893134,0.07692307692307698,1.0,0.4678843633200588,0.37962451618391607,0.715909342665182,False,True,0.4193167567992556,0.3587636858537722
