priority_rank,object_name,source_type,m40_stratum,formation_state_pred,testability_class,A_activation_pred,expected_missing_signature,recommended_observation,falsification_condition
4,GASS110059,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23306598825398456,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS110082,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3787260081054179,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS110082,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.20405477613967019,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS111044,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23030406752033883,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS111054,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.38670610980726056,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS111054,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23112005036586694,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS111071,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.21444666985895483,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS111075,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.22251450028775135,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS111093,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23568656578622937,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS112100,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.22831623567816017,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS112113,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.38183400859231864,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS112113,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.1819529029272862,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS112117,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23426585247457848,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS113057,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23617923932437807,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS113091,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.22528215356460926,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS113114,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.2116864491877675,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS113134,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.18589039618630201,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS113137,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.21282697845012144,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS114000,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23678174408784802,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS114078,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.2364773154132984,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS114117,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.2136268119401073,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS114129,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.231786776833522,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS114142,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.231233580806476,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS122004,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.18561387889647582,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS122005,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.37893236180274475,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS122005,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.21513407182454325,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS123001,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.19413335105252233,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS124000,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.23038484254628355,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS124028,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.20168707469604252,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,GASS44856,xGASS_xCOLD,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.22703907024054598,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,NGC2403,THINGS,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.40883007286082546,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,NGC2841,THINGS,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3534205912707708,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,NGC2903,THINGS,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.4125266627854766,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,NGC3198,THINGS,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.41338242108267004,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,NGC3521,THINGS,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3990262630693183,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,NGC5055,THINGS,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.383263041958916,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,NGC6946,THINGS,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3868797452906722,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,NGC7331,THINGS,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.401477840570439,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
4,UGC07125,M17_analog_synthesis,external_proxy_rows,external_proxy_followup_only,external_proxy_no_direct_activation_target,0.3692799130214844,high H I asymmetry or unsettled geometry; low rotation-field coherence; low SFE or long depletion time; weak stellar disk relative to H I; A/R mismatch or endpoint ambiguity,"resolved H I velocity field, rotation-field coherence map, SFR/SFE/depletion measurement, inclination and outer Vflat endpoint audit","Falsified if resolved H I is regular, SFE/depletion is normal, inclination is stable, and the outer endpoint is reliable while activation remains weak."
5,D631-7,direct_sparc_m36_m41,clean_juvenile_failed_candidates,mature_bdvr_active_candidate,testable_direct,0.685488473406367,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,ESO079-G014,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8875655958357953,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,ESO116-G012,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8092651245761373,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,ESO563-G021,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.9158435769121321,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,F571-8,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8070828102548194,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,F574-1,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.7124810096040333,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,IC4202,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8257095865265895,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC0024,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8458905875289225,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC0801,direct_sparc_m36_m41,measurement_contaminated_candidates,mature_bdvr_active_candidate,testable_direct,0.7823684151579351,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC0891,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8511823147624882,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC1003,direct_sparc_m36_m41,measurement_contaminated_candidates,settling_transition_candidate,testable_direct,0.5376223219674787,intermediate organization with partially coherent disk and mixed gas-conversion indicators,SFR/SFE/depletion time plus resolved H I asymmetry and rotation coherence,Falsified if all missing labels place the row cleanly at either the mature or unsettled endpoint.
5,NGC1090,direct_sparc_m36_m41,measurement_contaminated_candidates,mature_bdvr_active_candidate,testable_direct,0.770361861017028,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC2403,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.7745912233917788,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC2841,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8970922618245876,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC2903,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.9062136585985469,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC2998,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8679866338154852,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC3109,direct_sparc_m36_m41,clean_juvenile_failed_candidates,settling_transition_candidate,testable_direct,0.5104035827991077,intermediate organization with partially coherent disk and mixed gas-conversion indicators,SFR/SFE/depletion time plus resolved H I asymmetry and rotation coherence,Falsified if all missing labels place the row cleanly at either the mature or unsettled endpoint.
5,NGC3198,direct_sparc_m36_m41,measurement_contaminated_candidates,settling_transition_candidate,testable_direct,0.5510184562240019,intermediate organization with partially coherent disk and mixed gas-conversion indicators,SFR/SFE/depletion time plus resolved H I asymmetry and rotation coherence,Falsified if all missing labels place the row cleanly at either the mature or unsettled endpoint.
5,NGC3521,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8990755048507996,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC3893,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.909699994477373,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC3917,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8871749692776263,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC3953,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.9236863195167082,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
5,NGC3972,direct_sparc_m36_m41,mature_controls,mature_bdvr_active_candidate,testable_direct,0.8884879171699916,regular H I velocity field; stable inclination; symmetric approaching/receding sides; normal SFE; coherent stellar disk; low endpoint ambiguity,"resolved H I/stellar kinematics, SFR/depletion crossmatch, endpoint-quality confirmation","Falsified if the row shows strong H I asymmetry, low rotation coherence, long depletion time, or unreliable Vflat despite high predicted activation."
