object_name,label_family,decision,evidence_class,source_provenance,reason,tier_after_decision,target_role
UGC04499,centroid offset,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC04499,external morphology,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC04499,lopsidedness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC04499,warp / PA twist,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05005,A/R mismatch,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05005,H I asymmetry,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05005,SFE/depletion,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05005,Vrot/sigma,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05005,burstiness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05005,centroid offset,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05005,external morphology,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05005,lopsidedness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05005,warp / PA twist,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05721,A/R mismatch,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05721,H I asymmetry,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05721,SFE/depletion,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05721,Vrot/sigma,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05721,burstiness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05721,centroid offset,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05721,external morphology,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05721,lopsidedness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC05721,warp / PA twist,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06446,A/R mismatch,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06446,H I asymmetry,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06446,SFE/depletion,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06446,Vrot/sigma,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06446,burstiness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06446,centroid offset,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06446,external morphology,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06446,lopsidedness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06446,warp / PA twist,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06667,A/R mismatch,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06667,H I asymmetry,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06667,SFE/depletion,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06667,Vrot/sigma,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06667,burstiness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06667,centroid offset,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06667,external morphology,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06667,lopsidedness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC06667,warp / PA twist,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07399,A/R mismatch,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07399,H I asymmetry,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07399,SFE/depletion,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07399,Vrot/sigma,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07399,burstiness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07399,centroid offset,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07399,external morphology,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07399,lopsidedness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07399,warp / PA twist,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07524,A/R mismatch,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07524,H I asymmetry,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07524,SFE/depletion,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07524,Vrot/sigma,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07524,burstiness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07524,centroid offset,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07524,external morphology,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07524,lopsidedness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07524,warp / PA twist,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07603,A/R mismatch,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07603,H I asymmetry,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07603,SFE/depletion,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07603,Vrot/sigma,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07603,burstiness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07603,centroid offset,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07603,external morphology,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07603,lopsidedness,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
UGC07603,warp / PA twist,not_promoted,source_lead_only_or_missing,M64 OpenAlex source-lead search,not_searched_in_bounded_pilot,unpromoted_missing_label,primary_non_mature_acquisition
